doctor_id,molecule_id,month,alert_type,priority,days_since_last_visit,days_since_last_gift,negative_count,recommended_action
DOC045,MOL01,2025-01,New Prescriber,LOW,14,70,0,Send welcome sample kit within 7 days
DOC023,MOL01,2025-01,New Prescriber,LOW,8,11,2,Send welcome sample kit within 7 days
DOC032,MOL01,2025-01,New Prescriber,LOW,14,14,1,Send welcome sample kit within 7 days
DOC030,MOL01,2025-01,New Prescriber,LOW,5,32,1,Send welcome sample kit within 7 days
DOC017,MOL01,2025-01,New Prescriber,LOW,11,11,1,Send welcome sample kit within 7 days
DOC029,MOL01,2025-01,New Prescriber,LOW,47,47,0,Send welcome sample kit within 7 days
DOC031,MOL01,2025-01,New Prescriber,LOW,6,6,1,Send welcome sample kit within 7 days
DOC049,MOL01,2025-01,New Prescriber,LOW,11,31,1,Send welcome sample kit within 7 days
DOC033,MOL01,2025-01,New Prescriber,LOW,8,8,0,Send welcome sample kit within 7 days
DOC015,MOL01,2025-01,New Prescriber,LOW,0,0,1,Send welcome sample kit within 7 days
DOC046,MOL01,2025-01,New Prescriber,LOW,9,9,1,Send welcome sample kit within 7 days
DOC001,MOL01,2025-01,New Prescriber,LOW,12,41,0,Send welcome sample kit within 7 days
DOC027,MOL01,2025-01,New Prescriber,LOW,1,16,1,Send welcome sample kit within 7 days
DOC010,MOL01,2025-01,New Prescriber,LOW,0,64,0,Send welcome sample kit within 7 days
DOC028,MOL01,2025-01,New Prescriber,LOW,72,76,2,Send welcome sample kit within 7 days
DOC007,MOL01,2025-01,New Prescriber,LOW,7,67,1,Send welcome sample kit within 7 days
DOC050,MOL01,2025-01,New Prescriber,LOW,23,23,2,Send welcome sample kit within 7 days
DOC042,MOL01,2025-01,New Prescriber,LOW,5,16,2,Send welcome sample kit within 7 days
DOC014,MOL01,2025-01,New Prescriber,LOW,9,11,0,Send welcome sample kit within 7 days
DOC025,MOL01,2025-01,New Prescriber,LOW,2,2,1,Send welcome sample kit within 7 days
DOC035,MOL01,2025-02,New Prescriber,LOW,61,69,1,Send welcome sample kit within 7 days
DOC021,MOL01,2025-02,New Prescriber,LOW,14,112,2,Send welcome sample kit within 7 days
DOC006,MOL01,2025-02,New Prescriber,LOW,1,1,1,Send welcome sample kit within 7 days
DOC034,MOL01,2025-02,New Prescriber,LOW,6,6,1,Send welcome sample kit within 7 days
DOC022,MOL01,2025-02,New Prescriber,LOW,0,0,1,Send welcome sample kit within 7 days
DOC012,MOL01,2025-02,New Prescriber,LOW,13,13,1,Send welcome sample kit within 7 days
DOC018,MOL01,2025-02,New Prescriber,LOW,20,20,3,Escalate to area manager + CME invite
DOC024,MOL01,2025-02,New Prescriber,LOW,3,3,1,Send welcome sample kit within 7 days
DOC039,MOL01,2025-02,New Prescriber,LOW,2,12,1,Send welcome sample kit within 7 days
DOC009,MOL01,2025-03,New Prescriber,LOW,44,74,2,Send welcome sample kit within 7 days
DOC048,MOL01,2025-04,New Prescriber,LOW,13,13,1,Send welcome sample kit within 7 days
DOC013,MOL01,2025-04,New Prescriber,LOW,21,29,2,Send welcome sample kit within 7 days
DOC004,MOL01,2025-04,New Prescriber,LOW,40,88,2,Send welcome sample kit within 7 days
DOC047,MOL01,2025-05,New Prescriber,LOW,11,11,0,Send welcome sample kit within 7 days
DOC046,MOL02,2025-01,New Prescriber,LOW,9,9,1,Send welcome sample kit within 7 days
DOC004,MOL02,2025-01,New Prescriber,LOW,40,88,2,Send welcome sample kit within 7 days
DOC031,MOL02,2025-01,New Prescriber,LOW,6,6,1,Send welcome sample kit within 7 days
DOC030,MOL02,2025-01,New Prescriber,LOW,5,32,1,Send welcome sample kit within 7 days
DOC020,MOL02,2025-01,New Prescriber,LOW,9,9,1,Send welcome sample kit within 7 days
DOC050,MOL02,2025-01,New Prescriber,LOW,23,23,2,Send welcome sample kit within 7 days
DOC032,MOL02,2025-01,New Prescriber,LOW,14,14,1,Send welcome sample kit within 7 days
DOC042,MOL02,2025-01,New Prescriber,LOW,5,16,2,Send welcome sample kit within 7 days
DOC039,MOL02,2025-01,New Prescriber,LOW,2,12,1,Send welcome sample kit within 7 days
DOC044,MOL02,2025-01,New Prescriber,LOW,26,26,2,Send welcome sample kit within 7 days
DOC009,MOL02,2025-01,New Prescriber,LOW,44,74,2,Send welcome sample kit within 7 days
DOC048,MOL02,2025-01,New Prescriber,LOW,13,13,1,Send welcome sample kit within 7 days
DOC017,MOL02,2025-01,New Prescriber,LOW,11,11,1,Send welcome sample kit within 7 days
DOC026,MOL02,2025-01,New Prescriber,LOW,10,10,1,Send welcome sample kit within 7 days
DOC003,MOL02,2025-01,New Prescriber,LOW,0,0,1,Send welcome sample kit within 7 days
DOC013,MOL02,2025-01,New Prescriber,LOW,21,29,2,Send welcome sample kit within 7 days
DOC021,MOL02,2025-01,New Prescriber,LOW,14,112,2,Send welcome sample kit within 7 days
DOC022,MOL02,2025-01,New Prescriber,LOW,0,0,1,Send welcome sample kit within 7 days
DOC007,MOL02,2025-01,New Prescriber,LOW,7,67,1,Send welcome sample kit within 7 days
DOC034,MOL02,2025-01,New Prescriber,LOW,6,6,1,Send welcome sample kit within 7 days
DOC015,MOL02,2025-01,New Prescriber,LOW,0,0,1,Send welcome sample kit within 7 days
DOC016,MOL02,2025-01,New Prescriber,LOW,21,21,1,Send welcome sample kit within 7 days
DOC006,MOL02,2025-01,New Prescriber,LOW,1,1,1,Send welcome sample kit within 7 days
DOC008,MOL02,2025-01,New Prescriber,LOW,0,0,0,Send welcome sample kit within 7 days
DOC005,MOL02,2025-01,New Prescriber,LOW,13,13,1,Send welcome sample kit within 7 days
DOC023,MOL02,2025-01,New Prescriber,LOW,8,11,2,Send welcome sample kit within 7 days
DOC036,MOL02,2025-01,New Prescriber,LOW,4,70,2,Send welcome sample kit within 7 days
DOC035,MOL02,2025-01,New Prescriber,LOW,61,69,1,Send welcome sample kit within 7 days
DOC047,MOL02,2025-01,New Prescriber,LOW,11,11,0,Send welcome sample kit within 7 days
DOC011,MOL02,2025-01,New Prescriber,LOW,11,41,0,Send welcome sample kit within 7 days
DOC025,MOL02,2025-01,New Prescriber,LOW,2,2,1,Send welcome sample kit within 7 days
DOC038,MOL02,2025-01,New Prescriber,LOW,96,96,1,Send welcome sample kit within 7 days
DOC002,MOL02,2025-02,New Prescriber,LOW,6,6,2,Send welcome sample kit within 7 days
DOC043,MOL02,2025-02,New Prescriber,LOW,24,24,0,Send welcome sample kit within 7 days
DOC010,MOL02,2025-02,New Prescriber,LOW,0,64,0,Send welcome sample kit within 7 days
DOC001,MOL02,2025-02,New Prescriber,LOW,12,41,0,Send welcome sample kit within 7 days
DOC027,MOL02,2025-02,New Prescriber,LOW,1,16,1,Send welcome sample kit within 7 days
DOC012,MOL02,2025-02,New Prescriber,LOW,13,13,1,Send welcome sample kit within 7 days
DOC041,MOL02,2025-02,New Prescriber,LOW,19,32,1,Send welcome sample kit within 7 days
DOC024,MOL02,2025-02,New Prescriber,LOW,3,3,1,Send welcome sample kit within 7 days
DOC037,MOL02,2025-02,New Prescriber,LOW,10,10,0,Send welcome sample kit within 7 days
DOC029,MOL02,2025-03,New Prescriber,LOW,47,47,0,Send welcome sample kit within 7 days
DOC049,MOL02,2025-03,New Prescriber,LOW,11,31,1,Send welcome sample kit within 7 days
DOC019,MOL02,2025-03,New Prescriber,LOW,31,42,0,Send welcome sample kit within 7 days
DOC033,MOL02,2025-04,New Prescriber,LOW,8,8,0,Send welcome sample kit within 7 days
DOC018,MOL02,2025-05,New Prescriber,LOW,20,20,3,Escalate to area manager + CME invite
DOC028,MOL02,2025-05,New Prescriber,LOW,72,76,2,Send welcome sample kit within 7 days
DOC045,MOL02,2025-05,New Prescriber,LOW,14,70,0,Send welcome sample kit within 7 days
DOC005,MOL03,2025-01,New Prescriber,LOW,13,13,1,Send welcome sample kit within 7 days
DOC021,MOL03,2025-01,New Prescriber,LOW,14,112,2,Send welcome sample kit within 7 days
DOC048,MOL03,2025-01,New Prescriber,LOW,13,13,1,Send welcome sample kit within 7 days
DOC020,MOL03,2025-01,New Prescriber,LOW,9,9,1,Send welcome sample kit within 7 days
DOC010,MOL03,2025-01,New Prescriber,LOW,0,64,0,Send welcome sample kit within 7 days
DOC030,MOL03,2025-01,New Prescriber,LOW,5,32,1,Send welcome sample kit within 7 days
DOC008,MOL03,2025-01,New Prescriber,LOW,0,0,0,Send welcome sample kit within 7 days
DOC023,MOL03,2025-01,New Prescriber,LOW,8,11,2,Send welcome sample kit within 7 days
DOC028,MOL03,2025-01,New Prescriber,LOW,72,76,2,Send welcome sample kit within 7 days
DOC018,MOL03,2025-01,New Prescriber,LOW,20,20,3,Escalate to area manager + CME invite
DOC003,MOL03,2025-01,New Prescriber,LOW,0,0,1,Send welcome sample kit within 7 days
DOC026,MOL03,2025-01,New Prescriber,LOW,10,10,1,Send welcome sample kit within 7 days
DOC031,MOL03,2025-01,New Prescriber,LOW,6,6,1,Send welcome sample kit within 7 days
DOC004,MOL03,2025-01,New Prescriber,LOW,40,88,2,Send welcome sample kit within 7 days
DOC038,MOL03,2025-01,New Prescriber,LOW,96,96,1,Send welcome sample kit within 7 days
DOC047,MOL03,2025-01,New Prescriber,LOW,11,11,0,Send welcome sample kit within 7 days
DOC011,MOL03,2025-01,New Prescriber,LOW,11,41,0,Send welcome sample kit within 7 days
DOC043,MOL03,2025-01,New Prescriber,LOW,24,24,0,Send welcome sample kit within 7 days
DOC014,MOL03,2025-01,New Prescriber,LOW,9,11,0,Send welcome sample kit within 7 days
DOC033,MOL03,2025-01,New Prescriber,LOW,8,8,0,Send welcome sample kit within 7 days
DOC012,MOL03,2025-01,New Prescriber,LOW,13,13,1,Send welcome sample kit within 7 days
DOC019,MOL03,2025-01,New Prescriber,LOW,31,42,0,Send welcome sample kit within 7 days
DOC041,MOL03,2025-01,New Prescriber,LOW,19,32,1,Send welcome sample kit within 7 days
DOC007,MOL03,2025-01,New Prescriber,LOW,7,67,1,Send welcome sample kit within 7 days
DOC037,MOL03,2025-01,New Prescriber,LOW,10,10,0,Send welcome sample kit within 7 days
DOC024,MOL03,2025-01,New Prescriber,LOW,3,3,1,Send welcome sample kit within 7 days
DOC009,MOL03,2025-01,New Prescriber,LOW,44,74,2,Send welcome sample kit within 7 days
DOC044,MOL03,2025-01,New Prescriber,LOW,26,26,2,Send welcome sample kit within 7 days
DOC006,MOL03,2025-01,New Prescriber,LOW,1,1,1,Send welcome sample kit within 7 days
DOC040,MOL03,2025-01,New Prescriber,LOW,18,18,1,Send welcome sample kit within 7 days
DOC036,MOL03,2025-01,New Prescriber,LOW,4,70,2,Send welcome sample kit within 7 days
DOC027,MOL03,2025-01,New Prescriber,LOW,1,16,1,Send welcome sample kit within 7 days
DOC035,MOL03,2025-01,New Prescriber,LOW,61,69,1,Send welcome sample kit within 7 days
DOC015,MOL03,2025-01,New Prescriber,LOW,0,0,1,Send welcome sample kit within 7 days
DOC050,MOL03,2025-01,New Prescriber,LOW,23,23,2,Send welcome sample kit within 7 days
DOC016,MOL03,2025-01,New Prescriber,LOW,21,21,1,Send welcome sample kit within 7 days
DOC025,MOL03,2025-01,New Prescriber,LOW,2,2,1,Send welcome sample kit within 7 days
DOC022,MOL03,2025-02,New Prescriber,LOW,0,0,1,Send welcome sample kit within 7 days
DOC034,MOL03,2025-02,New Prescriber,LOW,6,6,1,Send welcome sample kit within 7 days
DOC045,MOL03,2025-02,New Prescriber,LOW,14,70,0,Send welcome sample kit within 7 days
DOC002,MOL03,2025-02,New Prescriber,LOW,6,6,2,Send welcome sample kit within 7 days
DOC001,MOL03,2025-02,New Prescriber,LOW,12,41,0,Send welcome sample kit within 7 days
DOC013,MOL03,2025-02,New Prescriber,LOW,21,29,2,Send welcome sample kit within 7 days
DOC046,MOL03,2025-02,New Prescriber,LOW,9,9,1,Send welcome sample kit within 7 days
DOC032,MOL03,2025-03,New Prescriber,LOW,14,14,1,Send welcome sample kit within 7 days
DOC039,MOL03,2025-03,New Prescriber,LOW,2,12,1,Send welcome sample kit within 7 days
DOC042,MOL03,2025-03,New Prescriber,LOW,5,16,2,Send welcome sample kit within 7 days
DOC004,MOL04,2025-01,New Prescriber,LOW,40,88,2,Send welcome sample kit within 7 days
DOC014,MOL04,2025-01,New Prescriber,LOW,9,11,0,Send welcome sample kit within 7 days
DOC008,MOL04,2025-01,New Prescriber,LOW,0,0,0,Send welcome sample kit within 7 days
DOC020,MOL04,2025-01,New Prescriber,LOW,9,9,1,Send welcome sample kit within 7 days
DOC031,MOL04,2025-01,New Prescriber,LOW,6,6,1,Send welcome sample kit within 7 days
DOC011,MOL04,2025-01,New Prescriber,LOW,11,41,0,Send welcome sample kit within 7 days
DOC035,MOL04,2025-01,New Prescriber,LOW,61,69,1,Send welcome sample kit within 7 days
DOC049,MOL04,2025-01,New Prescriber,LOW,11,31,1,Send welcome sample kit within 7 days
DOC027,MOL04,2025-01,New Prescriber,LOW,1,16,1,Send welcome sample kit within 7 days
DOC019,MOL04,2025-01,New Prescriber,LOW,31,42,0,Send welcome sample kit within 7 days
DOC013,MOL04,2025-01,New Prescriber,LOW,21,29,2,Send welcome sample kit within 7 days
DOC017,MOL04,2025-01,New Prescriber,LOW,11,11,1,Send welcome sample kit within 7 days
DOC025,MOL04,2025-01,New Prescriber,LOW,2,2,1,Send welcome sample kit within 7 days
DOC001,MOL04,2025-01,New Prescriber,LOW,12,41,0,Send welcome sample kit within 7 days
DOC040,MOL04,2025-01,New Prescriber,LOW,18,18,1,Send welcome sample kit within 7 days
DOC009,MOL04,2025-01,New Prescriber,LOW,44,74,2,Send welcome sample kit within 7 days
DOC018,MOL04,2025-01,New Prescriber,LOW,20,20,3,Escalate to area manager + CME invite
DOC039,MOL04,2025-01,New Prescriber,LOW,2,12,1,Send welcome sample kit within 7 days
DOC010,MOL04,2025-01,New Prescriber,LOW,0,64,0,Send welcome sample kit within 7 days
DOC002,MOL04,2025-01,New Prescriber,LOW,6,6,2,Send welcome sample kit within 7 days
DOC047,MOL04,2025-01,New Prescriber,LOW,11,11,0,Send welcome sample kit within 7 days
DOC034,MOL04,2025-01,New Prescriber,LOW,6,6,1,Send welcome sample kit within 7 days
DOC022,MOL04,2025-01,New Prescriber,LOW,0,0,1,Send welcome sample kit within 7 days
DOC038,MOL04,2025-01,New Prescriber,LOW,96,96,1,Send welcome sample kit within 7 days
DOC050,MOL04,2025-01,New Prescriber,LOW,23,23,2,Send welcome sample kit within 7 days
DOC003,MOL04,2025-01,New Prescriber,LOW,0,0,1,Send welcome sample kit within 7 days
DOC026,MOL04,2025-01,New Prescriber,LOW,10,10,1,Send welcome sample kit within 7 days
DOC036,MOL04,2025-01,New Prescriber,LOW,4,70,2,Send welcome sample kit within 7 days
DOC021,MOL04,2025-01,New Prescriber,LOW,14,112,2,Send welcome sample kit within 7 days
DOC015,MOL04,2025-01,New Prescriber,LOW,0,0,1,Send welcome sample kit within 7 days
DOC006,MOL04,2025-01,New Prescriber,LOW,1,1,1,Send welcome sample kit within 7 days
DOC043,MOL04,2025-01,New Prescriber,LOW,24,24,0,Send welcome sample kit within 7 days
DOC044,MOL04,2025-02,New Prescriber,LOW,26,26,2,Send welcome sample kit within 7 days
DOC023,MOL04,2025-02,New Prescriber,LOW,8,11,2,Send welcome sample kit within 7 days
DOC005,MOL04,2025-02,New Prescriber,LOW,13,13,1,Send welcome sample kit within 7 days
DOC024,MOL04,2025-02,New Prescriber,LOW,3,3,1,Send welcome sample kit within 7 days
DOC032,MOL04,2025-02,New Prescriber,LOW,14,14,1,Send welcome sample kit within 7 days
DOC028,MOL04,2025-03,New Prescriber,LOW,72,76,2,Send welcome sample kit within 7 days
DOC042,MOL04,2025-03,New Prescriber,LOW,5,16,2,Send welcome sample kit within 7 days
DOC037,MOL04,2025-03,New Prescriber,LOW,10,10,0,Send welcome sample kit within 7 days
DOC045,MOL04,2025-03,New Prescriber,LOW,14,70,0,Send welcome sample kit within 7 days
DOC046,MOL04,2025-03,New Prescriber,LOW,9,9,1,Send welcome sample kit within 7 days
DOC029,MOL04,2025-04,New Prescriber,LOW,47,47,0,Send welcome sample kit within 7 days
DOC048,MOL04,2025-05,New Prescriber,LOW,13,13,1,Send welcome sample kit within 7 days
DOC033,MOL04,2025-06,New Prescriber,LOW,8,8,0,Send welcome sample kit within 7 days
DOC024,MOL05,2025-01,New Prescriber,LOW,3,3,1,Send welcome sample kit within 7 days
DOC004,MOL05,2025-01,New Prescriber,LOW,40,88,2,Send welcome sample kit within 7 days
DOC046,MOL05,2025-01,New Prescriber,LOW,9,9,1,Send welcome sample kit within 7 days
DOC008,MOL05,2025-01,New Prescriber,LOW,0,0,0,Send welcome sample kit within 7 days
DOC019,MOL05,2025-01,New Prescriber,LOW,31,42,0,Send welcome sample kit within 7 days
DOC032,MOL05,2025-01,New Prescriber,LOW,14,14,1,Send welcome sample kit within 7 days
DOC035,MOL05,2025-01,New Prescriber,LOW,61,69,1,Send welcome sample kit within 7 days
DOC038,MOL05,2025-01,New Prescriber,LOW,96,96,1,Send welcome sample kit within 7 days
DOC002,MOL05,2025-01,New Prescriber,LOW,6,6,2,Send welcome sample kit within 7 days
DOC023,MOL05,2025-01,New Prescriber,LOW,8,11,2,Send welcome sample kit within 7 days
DOC039,MOL05,2025-01,New Prescriber,LOW,2,12,1,Send welcome sample kit within 7 days
DOC020,MOL05,2025-01,New Prescriber,LOW,9,9,1,Send welcome sample kit within 7 days
DOC016,MOL05,2025-01,New Prescriber,LOW,21,21,1,Send welcome sample kit within 7 days
DOC003,MOL05,2025-01,New Prescriber,LOW,0,0,1,Send welcome sample kit within 7 days
DOC012,MOL05,2025-01,New Prescriber,LOW,13,13,1,Send welcome sample kit within 7 days
DOC044,MOL05,2025-01,New Prescriber,LOW,26,26,2,Send welcome sample kit within 7 days
DOC033,MOL05,2025-01,New Prescriber,LOW,8,8,0,Send welcome sample kit within 7 days
DOC018,MOL05,2025-01,New Prescriber,LOW,20,20,3,Escalate to area manager + CME invite
DOC045,MOL05,2025-01,New Prescriber,LOW,14,70,0,Send welcome sample kit within 7 days
DOC017,MOL05,2025-01,New Prescriber,LOW,11,11,1,Send welcome sample kit within 7 days
DOC029,MOL05,2025-01,New Prescriber,LOW,47,47,0,Send welcome sample kit within 7 days
DOC013,MOL05,2025-01,New Prescriber,LOW,21,29,2,Send welcome sample kit within 7 days
DOC005,MOL05,2025-01,New Prescriber,LOW,13,13,1,Send welcome sample kit within 7 days
DOC036,MOL05,2025-01,New Prescriber,LOW,4,70,2,Send welcome sample kit within 7 days
DOC047,MOL05,2025-01,New Prescriber,LOW,11,11,0,Send welcome sample kit within 7 days
DOC007,MOL05,2025-01,New Prescriber,LOW,7,67,1,Send welcome sample kit within 7 days
DOC048,MOL05,2025-01,New Prescriber,LOW,13,13,1,Send welcome sample kit within 7 days
DOC037,MOL05,2025-01,New Prescriber,LOW,10,10,0,Send welcome sample kit within 7 days
DOC027,MOL05,2025-01,New Prescriber,LOW,1,16,1,Send welcome sample kit within 7 days
DOC030,MOL05,2025-01,New Prescriber,LOW,5,32,1,Send welcome sample kit within 7 days
DOC021,MOL05,2025-01,New Prescriber,LOW,14,112,2,Send welcome sample kit within 7 days
DOC022,MOL05,2025-02,New Prescriber,LOW,0,0,1,Send welcome sample kit within 7 days
DOC043,MOL05,2025-02,New Prescriber,LOW,24,24,0,Send welcome sample kit within 7 days
DOC006,MOL05,2025-02,New Prescriber,LOW,1,1,1,Send welcome sample kit within 7 days
DOC034,MOL05,2025-02,New Prescriber,LOW,6,6,1,Send welcome sample kit within 7 days
DOC015,MOL05,2025-02,New Prescriber,LOW,0,0,1,Send welcome sample kit within 7 days
DOC014,MOL05,2025-02,New Prescriber,LOW,9,11,0,Send welcome sample kit within 7 days
DOC031,MOL05,2025-03,New Prescriber,LOW,6,6,1,Send welcome sample kit within 7 days
DOC010,MOL05,2025-03,New Prescriber,LOW,0,64,0,Send welcome sample kit within 7 days
DOC049,MOL05,2025-03,New Prescriber,LOW,11,31,1,Send welcome sample kit within 7 days
DOC025,MOL05,2025-03,New Prescriber,LOW,2,2,1,Send welcome sample kit within 7 days
DOC011,MOL05,2025-04,New Prescriber,LOW,11,41,0,Send welcome sample kit within 7 days
DOC042,MOL05,2025-04,New Prescriber,LOW,5,16,2,Send welcome sample kit within 7 days
DOC050,MOL05,2025-05,New Prescriber,LOW,23,23,2,Send welcome sample kit within 7 days
DOC028,MOL05,2025-06,New Prescriber,LOW,72,76,2,Send welcome sample kit within 7 days
DOC009,MOL05,2025-06,New Prescriber,LOW,44,74,2,Send welcome sample kit within 7 days
DOC026,MOL05,2025-06,New Prescriber,LOW,10,10,1,Send welcome sample kit within 7 days
DOC005,MOL01,2025-03,Stock Complaint Overlap,HIGH,13,13,1,Resolve stock issue with distributor urgently
DOC005,MOL01,2025-03,Stock Complaint Overlap,HIGH,13,13,1,Resolve stock issue with distributor urgently
DOC050,MOL01,2025-04,Stock Complaint Overlap,HIGH,23,23,2,Resolve stock issue with distributor urgently
DOC050,MOL01,2025-04,Stock Complaint Overlap,HIGH,23,23,2,Resolve stock issue with distributor urgently
DOC028,MOL01,2025-04,Stock Complaint Overlap,HIGH,72,76,2,Resolve stock issue with distributor urgently
DOC028,MOL01,2025-04,Stock Complaint Overlap,HIGH,72,76,2,Resolve stock issue with distributor urgently
DOC032,MOL01,2025-05,Stock Complaint Overlap,HIGH,14,14,1,Resolve stock issue with distributor urgently
DOC032,MOL01,2025-05,Stock Complaint Overlap,HIGH,14,14,1,Resolve stock issue with distributor urgently
DOC032,MOL01,2025-05,Stock Complaint Overlap,HIGH,14,14,1,Resolve stock issue with distributor urgently
DOC032,MOL01,2025-05,Stock Complaint Overlap,HIGH,14,14,1,Resolve stock issue with distributor urgently
DOC016,MOL01,2025-05,Stock Complaint Overlap,HIGH,21,21,1,Resolve stock issue with distributor urgently
DOC016,MOL01,2025-05,Stock Complaint Overlap,HIGH,21,21,1,Resolve stock issue with distributor urgently
DOC016,MOL01,2025-05,Stock Complaint Overlap,HIGH,21,21,1,Resolve stock issue with distributor urgently
DOC016,MOL01,2025-05,Stock Complaint Overlap,HIGH,21,21,1,Resolve stock issue with distributor urgently
DOC043,MOL01,2025-05,Stock Complaint Overlap,HIGH,24,24,0,Resolve stock issue with distributor urgently
DOC043,MOL01,2025-05,Stock Complaint Overlap,HIGH,24,24,0,Resolve stock issue with distributor urgently
DOC043,MOL01,2025-05,Stock Complaint Overlap,HIGH,24,24,0,Resolve stock issue with distributor urgently
DOC043,MOL01,2025-05,Stock Complaint Overlap,HIGH,24,24,0,Resolve stock issue with distributor urgently
DOC029,MOL01,2025-05,Stock Complaint Overlap,HIGH,47,47,0,Resolve stock issue with distributor urgently
DOC029,MOL01,2025-05,Stock Complaint Overlap,HIGH,47,47,0,Resolve stock issue with distributor urgently
DOC029,MOL01,2025-05,Stock Complaint Overlap,HIGH,47,47,0,Resolve stock issue with distributor urgently
DOC029,MOL01,2025-05,Stock Complaint Overlap,HIGH,47,47,0,Resolve stock issue with distributor urgently
DOC022,MOL01,2025-05,Stock Complaint Overlap,HIGH,0,0,1,Resolve stock issue with distributor urgently
DOC022,MOL01,2025-05,Stock Complaint Overlap,HIGH,0,0,1,Resolve stock issue with distributor urgently
DOC022,MOL01,2025-05,Stock Complaint Overlap,HIGH,0,0,1,Resolve stock issue with distributor urgently
DOC022,MOL01,2025-05,Stock Complaint Overlap,HIGH,0,0,1,Resolve stock issue with distributor urgently
DOC035,MOL01,2025-05,Stock Complaint Overlap,HIGH,61,69,1,Resolve stock issue with distributor urgently
DOC035,MOL01,2025-05,Stock Complaint Overlap,HIGH,61,69,1,Resolve stock issue with distributor urgently
DOC035,MOL01,2025-05,Stock Complaint Overlap,HIGH,61,69,1,Resolve stock issue with distributor urgently
DOC035,MOL01,2025-05,Stock Complaint Overlap,HIGH,61,69,1,Resolve stock issue with distributor urgently
DOC017,MOL01,2025-06,Stock Complaint Overlap,HIGH,11,11,1,Resolve stock issue with distributor urgently
DOC017,MOL01,2025-06,Stock Complaint Overlap,HIGH,11,11,1,Resolve stock issue with distributor urgently
DOC020,MOL02,2025-03,Stock Complaint Overlap,HIGH,9,9,1,Resolve stock issue with distributor urgently
DOC020,MOL02,2025-03,Stock Complaint Overlap,HIGH,9,9,1,Resolve stock issue with distributor urgently
DOC046,MOL02,2025-04,Stock Complaint Overlap,HIGH,9,9,1,Resolve stock issue with distributor urgently
DOC047,MOL02,2025-04,Stock Complaint Overlap,HIGH,11,11,0,Resolve stock issue with distributor urgently
DOC007,MOL02,2025-04,Stock Complaint Overlap,HIGH,7,67,1,Resolve stock issue with distributor urgently
DOC046,MOL02,2025-05,Stock Complaint Overlap,HIGH,9,9,1,Resolve stock issue with distributor urgently
DOC046,MOL02,2025-05,Stock Complaint Overlap,HIGH,9,9,1,Resolve stock issue with distributor urgently
DOC046,MOL02,2025-05,Stock Complaint Overlap,HIGH,9,9,1,Resolve stock issue with distributor urgently
DOC046,MOL02,2025-05,Stock Complaint Overlap,HIGH,9,9,1,Resolve stock issue with distributor urgently
DOC036,MOL02,2025-05,Stock Complaint Overlap,HIGH,4,70,2,Resolve stock issue with distributor urgently
DOC036,MOL02,2025-05,Stock Complaint Overlap,HIGH,4,70,2,Resolve stock issue with distributor urgently
DOC036,MOL02,2025-05,Stock Complaint Overlap,HIGH,4,70,2,Resolve stock issue with distributor urgently
DOC036,MOL02,2025-05,Stock Complaint Overlap,HIGH,4,70,2,Resolve stock issue with distributor urgently
DOC039,MOL02,2025-06,Stock Complaint Overlap,HIGH,2,12,1,Resolve stock issue with distributor urgently
DOC039,MOL02,2025-06,Stock Complaint Overlap,HIGH,2,12,1,Resolve stock issue with distributor urgently
DOC013,MOL02,2025-06,Stock Complaint Overlap,HIGH,21,29,2,Resolve stock issue with distributor urgently
DOC013,MOL02,2025-06,Stock Complaint Overlap,HIGH,21,29,2,Resolve stock issue with distributor urgently
DOC009,MOL02,2025-06,Stock Complaint Overlap,HIGH,44,74,2,Resolve stock issue with distributor urgently
DOC009,MOL02,2025-06,Stock Complaint Overlap,HIGH,44,74,2,Resolve stock issue with distributor urgently
DOC016,MOL02,2025-06,Stock Complaint Overlap,HIGH,21,21,1,Resolve stock issue with distributor urgently
DOC016,MOL02,2025-06,Stock Complaint Overlap,HIGH,21,21,1,Resolve stock issue with distributor urgently
DOC037,MOL02,2025-06,Stock Complaint Overlap,HIGH,10,10,0,Resolve stock issue with distributor urgently
DOC037,MOL02,2025-06,Stock Complaint Overlap,HIGH,10,10,0,Resolve stock issue with distributor urgently
DOC021,MOL03,2025-03,Stock Complaint Overlap,HIGH,14,112,2,Resolve stock issue with distributor urgently
DOC020,MOL03,2025-03,Stock Complaint Overlap,HIGH,9,9,1,Resolve stock issue with distributor urgently
DOC037,MOL03,2025-04,Stock Complaint Overlap,HIGH,10,10,0,Resolve stock issue with distributor urgently
DOC037,MOL03,2025-04,Stock Complaint Overlap,HIGH,10,10,0,Resolve stock issue with distributor urgently
DOC021,MOL03,2025-04,Stock Complaint Overlap,HIGH,14,112,2,Resolve stock issue with distributor urgently
DOC021,MOL03,2025-04,Stock Complaint Overlap,HIGH,14,112,2,Resolve stock issue with distributor urgently
DOC011,MOL03,2025-04,Stock Complaint Overlap,HIGH,11,41,0,Resolve stock issue with distributor urgently
DOC011,MOL03,2025-04,Stock Complaint Overlap,HIGH,11,41,0,Resolve stock issue with distributor urgently
DOC028,MOL03,2025-04,Stock Complaint Overlap,HIGH,72,76,2,Resolve stock issue with distributor urgently
DOC028,MOL03,2025-04,Stock Complaint Overlap,HIGH,72,76,2,Resolve stock issue with distributor urgently
DOC009,MOL03,2025-05,Stock Complaint Overlap,HIGH,44,74,2,Resolve stock issue with distributor urgently
