doctor_id,molecule_id,month,hybrid_score,rank,mom_delta_pct,consecutive_decline,rank_drop_alert,new_prescriber_flag,high_leakage_doctor
DOC013,MOL02,2025-05,25.043806651317645,19,-33.51725188861941,0,0,0,0.0
DOC005,MOL02,2025-05,25.001402136846444,20,-62.985792743967785,0,1,0,1.0
DOC014,MOL02,2025-05,23.891809813935048,21,-75.67942390824757,0,1,0,0.0
DOC016,MOL02,2025-05,21.777898794536352,22,-30.74838391066667,0,0,0,1.0
DOC030,MOL02,2025-05,20.66159483830705,23,-79.33840516169295,0,1,0,0.0
DOC002,MOL02,2025-05,18.074673511411728,24,362.5628789642632,0,0,0,0.0
DOC022,MOL02,2025-05,17.60607528148037,25,-46.48783031740243,0,1,0,1.0
DOC048,MOL02,2025-05,15.287815968603702,26,-68.41194876038207,0,1,0,0.0
DOC034,MOL02,2025-05,13.96169822864608,27,-35.3279614386902,0,0,0,0.0
DOC006,MOL02,2025-05,13.458789142803932,28,-36.34242961555631,0,0,0,0.0
DOC023,MOL02,2025-05,12.878160036713789,29,-72.43028738905637,0,1,0,0.0
DOC046,MOL02,2025-05,8.092811439624024,30,-76.40030030049869,1,1,0,1.0
DOC027,MOL02,2025-05,7.4791752461014065,31,,0,0,0,0.0
DOC036,MOL02,2025-05,3.5318327551034425,32,-69.44066743253717,1,0,0,0.0
DOC038,MOL02,2025-05,1.592787320929003,33,-94.83824188550719,0,1,0,0.0
DOC045,MOL02,2025-05,1.592787320929003,33,,0,0,1,0.0
DOC043,MOL02,2025-05,1.108025962385393,35,-96.9665305273305,0,1,0,0.0
DOC029,MOL02,2025-05,0.0,36,-100.0,0,1,0,0.0
DOC025,MOL02,2025-06,100.0,1,311.61587367531683,0,0,0,0.0
DOC004,MOL02,2025-06,89.19398724738056,2,53.04757738449628,0,0,0,1.0
DOC008,MOL02,2025-06,76.22067216233354,3,49.2988457465321,0,0,0,0.0
DOC029,MOL02,2025-06,76.22067216233354,3,,0,0,0,0.0
DOC031,MOL02,2025-06,73.7107885013517,5,74.05094003500801,0,0,0,0.0
DOC047,MOL02,2025-06,61.38237159162967,6,423.62783580667787,0,0,0,0.0
DOC032,MOL02,2025-06,55.12739276802123,7,-31.924305011549837,0,0,0,1.0
DOC046,MOL02,2025-06,53.75815263065172,8,564.2704211226404,0,0,0,1.0
DOC030,MOL02,2025-06,49.03269822057878,9,137.31323067893618,0,0,0,1.0
DOC042,MOL02,2025-06,48.88711398499625,10,-41.9801663908862,0,1,0,0.0
DOC049,MOL02,2025-06,47.305009511731136,11,41.426257665384455,0,0,0,0.0
DOC005,MOL02,2025-06,41.31336330788288,12,65.24418543308926,0,0,0,0.0
DOC020,MOL02,2025-06,38.74445149017121,13,518.0950776791374,0,0,0,0.0
DOC048,MOL02,2025-06,27.805771392629357,14,81.881908113844,0,0,0,0.0
DOC022,MOL02,2025-06,25.458958495950988,15,44.60325818742226,0,0,0,1.0
DOC039,MOL02,2025-06,21.404279713002406,16,-62.017688199344356,1,1,0,0.0
DOC023,MOL02,2025-06,21.032968028896036,17,63.32277257724751,0,0,0,0.0
DOC002,MOL02,2025-06,20.73557387444515,18,14.721706377453636,0,0,0,0.0
DOC013,MOL02,2025-06,20.58853395401631,19,-17.789918119603946,1,0,0,0.0
DOC034,MOL02,2025-06,18.044638783186688,20,29.243867670505768,0,0,0,1.0
DOC021,MOL02,2025-06,17.903236134405727,21,-82.09676386559427,0,1,0,1.0
DOC003,MOL02,2025-06,17.81557612660628,22,-59.05376276680981,0,1,0,1.0
DOC006,MOL02,2025-06,17.244264131099037,23,28.126415743121296,0,0,0,1.0
DOC009,MOL02,2025-06,16.93252631840056,24,-40.706321677659716,1,1,0,0.0
DOC026,MOL02,2025-06,16.896797864366185,25,-60.10203222705528,0,1,0,1.0
DOC016,MOL02,2025-06,14.140492035663131,26,-35.06953003560332,1,0,0,0.0
DOC044,MOL02,2025-06,12.682308180088777,27,-55.44191408362479,0,1,0,0.0
DOC010,MOL02,2025-06,6.785034876347494,28,263.0676476108851,0,0,0,0.0
DOC035,MOL02,2025-06,3.551046290424857,29,-95.69034259700733,0,1,0,0.0
DOC019,MOL02,2025-06,2.790107799619532,30,-79.50575493948531,0,1,0,0.0
DOC037,MOL02,2025-06,0.0,31,-100.0,1,0,0,0.0
DOC005,MOL03,2025-01,100.0,1,,0,0,1,0.0
DOC021,MOL03,2025-01,72.81672519879598,2,,0,0,1,0.0
DOC048,MOL03,2025-01,71.42857142857142,3,,0,0,1,0.0
DOC020,MOL03,2025-01,64.68594354566606,4,,0,0,1,1.0
DOC010,MOL03,2025-01,61.34453781512603,5,,0,0,1,0.0
DOC030,MOL03,2025-01,58.54341736694677,6,,0,0,1,0.0
DOC008,MOL03,2025-01,55.38776218068207,7,,0,0,1,1.0
DOC023,MOL03,2025-01,48.949579831932766,8,,0,0,1,0.0
DOC028,MOL03,2025-01,40.41535965312395,9,,0,0,1,0.0
DOC018,MOL03,2025-01,39.70588235294117,10,,0,0,1,0.0
DOC003,MOL03,2025-01,35.08403361344537,11,,0,0,1,0.0
DOC026,MOL03,2025-01,35.08403361344537,11,,0,0,1,0.0
DOC031,MOL03,2025-01,30.985387481598604,13,,0,0,1,1.0
DOC004,MOL03,2025-01,30.32212885154061,14,,0,0,1,0.0
DOC038,MOL03,2025-01,29.621848739495796,15,,0,0,1,0.0
DOC047,MOL03,2025-01,29.621848739495796,15,,0,0,1,0.0
DOC011,MOL03,2025-01,29.516567187409542,17,,0,0,1,1.0
DOC043,MOL03,2025-01,28.1315305789394,18,,0,0,1,0.0
DOC014,MOL03,2025-01,28.052141456986067,19,,0,0,1,1.0
DOC033,MOL03,2025-01,24.33848480422172,20,,0,0,1,0.0
DOC012,MOL03,2025-01,21.608159455690288,21,,0,0,1,1.0
DOC019,MOL03,2025-01,21.47537906715873,22,,0,0,1,0.0
DOC041,MOL03,2025-01,20.457418298619828,23,,0,0,1,1.0
DOC007,MOL03,2025-01,20.28989156641854,24,,0,0,1,1.0
DOC037,MOL03,2025-01,20.232145358907296,25,,0,0,1,1.0
DOC024,MOL03,2025-01,18.90760554150955,26,,0,0,1,1.0
DOC009,MOL03,2025-01,17.389509000541945,27,,0,0,1,1.0
DOC044,MOL03,2025-01,16.74986613576704,28,,0,0,1,1.0
DOC006,MOL03,2025-01,16.522316150804826,29,,0,0,1,1.0
DOC040,MOL03,2025-01,12.263584777354891,30,,0,0,1,1.0
DOC036,MOL03,2025-01,10.364145658263304,31,,0,0,1,0.0
DOC027,MOL03,2025-01,8.878073578338332,32,,0,0,1,1.0
DOC035,MOL03,2025-01,7.843137254901962,33,,0,0,1,0.0
DOC015,MOL03,2025-01,4.6352458829964975,34,,0,0,1,1.0
DOC050,MOL03,2025-01,4.6218487394958,35,,0,0,1,0.0
DOC016,MOL03,2025-01,2.871148459383753,36,,0,0,1,0.0
DOC025,MOL03,2025-01,2.116414770396213,37,,0,0,1,1.0
DOC029,MOL03,2025-01,0.0,38,,0,0,0,0.0
DOC031,MOL03,2025-02,100.0,1,222.73277221202198,0,0,0,0.0
DOC018,MOL03,2025-02,80.06095661878318,2,101.63500185471324,0,0,0,0.0
DOC028,MOL03,2025-02,78.18276295999651,3,93.44814355488059,0,0,0,0.0
DOC022,MOL03,2025-02,64.70196383855358,4,,0,0,1,0.0
DOC006,MOL03,2025-02,63.35594972704525,5,283.4568298341095,0,0,0,0.0
DOC034,MOL03,2025-02,57.8168981094851,6,,0,0,1,0.0
DOC011,MOL03,2025-02,57.80891769282361,7,95.85244220907346,0,0,0,0.0
DOC045,MOL03,2025-02,51.46145282111421,8,,0,0,1,0.0
DOC002,MOL03,2025-02,47.75410973623122,9,,0,0,1,0.0
DOC037,MOL03,2025-02,47.08719999483746,10,132.73458725970997,0,0,0,0.0
DOC015,MOL03,2025-02,45.79706843092218,11,888.0181027487638,0,0,0,1.0
DOC036,MOL03,2025-02,43.7819564309994,12,322.4367147531564,0,0,0,0.0
DOC029,MOL03,2025-02,42.19309510890668,13,,0,0,0,0.0
DOC021,MOL03,2025-02,40.39797949770997,14,-44.52101575919546,0,1,0,0.0
DOC027,MOL03,2025-02,38.27736647744613,15,331.1449566135532,0,0,0,1.0
DOC024,MOL03,2025-02,37.64223353750242,16,99.08514303867337,0,0,0,1.0
DOC043,MOL03,2025-02,35.957627095509146,17,27.819661268017647,0,0,0,1.0
DOC001,MOL03,2025-02,31.865496515304,18,,0,0,1,0.0
DOC013,MOL03,2025-02,30.80625563390885,19,,0,0,1,0.0
DOC033,MOL03,2025-02,30.44198579676663,20,25.07757176192909,0,0,0,1.0
DOC044,MOL03,2025-02,30.36177248812001,21,81.26576201875795,0,0,0,1.0
DOC041,MOL03,2025-02,29.376541046826915,22,43.59847668954797,0,0,0,0.0
DOC014,MOL03,2025-02,27.89285895295979,23,-0.567808715318625,0,0,0,1.0
DOC009,MOL03,2025-02,21.65269500192675,24,24.51585033971887,0,0,0,1.0
DOC012,MOL03,2025-02,21.607036498189903,25,-0.00519691416887221,0,0,0,0.0
DOC019,MOL03,2025-02,21.51925728498199,26,0.20431871160942697,0,0,0,1.0
DOC020,MOL03,2025-02,20.49638951182873,27,-68.31399777393835,0,1,0,1.0
DOC008,MOL03,2025-02,16.178287730108586,28,-70.79086228951999,0,1,0,1.0
DOC025,MOL03,2025-02,14.75978112170823,29,597.3954882645738,0,0,0,1.0
DOC040,MOL03,2025-02,14.072618578991031,30,14.751264287556276,0,0,0,0.0
DOC007,MOL03,2025-02,8.473835554040212,31,-58.23617131564608,0,1,0,0.0
DOC010,MOL03,2025-02,6.443715361820476,32,-89.49586125949813,0,1,0,0.0
DOC048,MOL03,2025-02,3.972153305231802,33,-94.43898537267548,0,1,0,0.0
DOC005,MOL03,2025-02,1.7654014689919124,34,-98.23459853100809,0,1,0,0.0
DOC046,MOL03,2025-02,0.6178905141471681,35,,0,0,1,0.0
DOC049,MOL03,2025-02,0.0,36,,0,0,0,0.0
DOC032,MOL03,2025-03,100.0,1,,0,0,1,0.0
DOC046,MOL03,2025-03,94.37269372693729,2,15173.368269327366,0,0,0,0.0
DOC036,MOL03,2025-03,85.23985239852398,3,94.69173912514039,0,0,0,0.0
DOC041,MOL03,2025-03,75.65664289635232,4,157.5410181060929,0,0,0,0.0
DOC012,MOL03,2025-03,74.68231774085989,5,245.6388743875926,0,0,0,0.0
DOC027,MOL03,2025-03,66.79483494094933,6,74.50216952701363,0,0,0,0.0
DOC008,MOL03,2025-03,65.62856691504525,7,305.65829962899767,0,0,0,0.0
DOC001,MOL03,2025-03,63.09963099630996,8,98.01866563103823,0,0,0,0.0
DOC019,MOL03,2025-03,62.34361352728537,9,189.71080507873367,0,0,0,0.0
DOC030,MOL03,2025-03,59.40959409594095,10,1.4795458959374332,0,0,0,0.0
DOC009,MOL03,2025-03,52.18411483557994,11,141.00517201639965,0,0,0,0.0
DOC024,MOL03,2025-03,51.82836081661159,12,37.686730956003814,0,0,0,0.0
DOC015,MOL03,2025-03,51.20127880161756,13,11.800341279151523,0,0,0,0.0
DOC039,MOL03,2025-03,50.3690036900369,14,,0,0,1,0.0
DOC033,MOL03,2025-03,43.13649365186136,15,41.700656257592314,0,0,0,0.0
DOC037,MOL03,2025-03,39.935925310164734,16,-15.18730076423482,0,1,0,1.0
DOC042,MOL03,2025-03,37.36162361623616,17,,0,0,1,0.0
DOC044,MOL03,2025-03,34.57802858032094,18,13.886725795902299,0,0,0,1.0
DOC043,MOL03,2025-03,24.429327030570278,19,-32.060792093754905,0,0,0,0.0
DOC021,MOL03,2025-03,22.61130422357814,20,-44.02862592457154,1,1,0,1.0
DOC011,MOL03,2025-03,19.830904571120357,21,-65.69576916057336,0,1,0,1.0
DOC014,MOL03,2025-03,17.732310060632727,22,-36.42706152661665,0,0,0,1.0
DOC025,MOL03,2025-03,17.15843578348406,23,16.251288836851124,0,0,0,1.0
DOC031,MOL03,2025-03,16.7176994145104,24,-83.2823005854896,0,1,0,1.0
DOC007,MOL03,2025-03,16.563449884874178,25,95.46579325553402,0,0,0,1.0
DOC028,MOL03,2025-03,16.53910666540192,26,-78.84558432161776,0,1,0,1.0
DOC006,MOL03,2025-03,15.917788004492367,27,-74.87562245839491,0,1,0,0.0
DOC040,MOL03,2025-03,9.273862932200425,28,-34.09994820690056,0,0,0,1.0
DOC020,MOL03,2025-03,8.106660794926505,29,-60.44834730405545,1,0,0,1.0
DOC023,MOL03,2025-03,0.7380073800737996,30,-98.49231110336856,0,1,0,0.0
DOC034,MOL03,2025-03,0.7380073800737996,30,-98.72354380085166,0,1,0,0.0
DOC004,MOL03,2025-03,0.4612546125461247,32,-98.47881850642986,0,1,0,0.0
DOC003,MOL03,2025-03,0.0,33,-100.0,0,1,0,0.0
DOC026,MOL03,2025-03,0.0,33,-100.0,0,1,0,0.0
DOC020,MOL03,2025-04,100.0,1,1133.5535250541661,0,0,0,0.0
DOC035,MOL03,2025-04,84.13058488239159,2,972.6649572504925,0,0,0,0.0
DOC043,MOL03,2025-04,67.74330226084957,3,177.3031863549791,0,0,0,1.0
DOC039,MOL03,2025-04,58.38759213330867,4,15.919688411184255,0,0,0,0.0
DOC031,MOL03,2025-04,58.206910347882925,5,248.17536136199033,0,0,0,0.0
DOC019,MOL03,2025-04,52.82636796833414,6,-15.265790704906612,0,0,0,1.0
DOC001,MOL03,2025-04,52.176146161680094,7,-17.3114876618988,0,0,0,0.0
DOC027,MOL03,2025-04,50.19746805906181,8,-24.848278907434374,0,0,0,1.0
DOC033,MOL03,2025-04,42.6611129041636,9,-1.1020384538770753,0,0,0,0.0
DOC015,MOL03,2025-04,40.23895457522705,10,-21.41025474942667,0,0,0,1.0
DOC024,MOL03,2025-04,40.019332940670445,11,-22.784876252841507,0,0,0,0.0
DOC008,MOL03,2025-04,39.82343059994902,12,-39.31997532187533,0,1,0,1.0
DOC006,MOL03,2025-04,39.76351641325441,13,149.805540832886,0,0,0,0.0
DOC004,MOL03,2025-04,37.68277222788007,14,8069.625019004413,0,0,0,0.0
DOC049,MOL03,2025-04,37.268675829771496,15,,0,0,0,0.0
DOC044,MOL03,2025-04,35.9252870605199,16,3.8962848245365613,0,0,0,1.0
DOC009,MOL03,2025-04,32.811477269429254,17,-37.12362972369922,0,1,0,1.0
DOC025,MOL03,2025-04,32.580741459013105,18,89.88176935320564,0,0,0,1.0
DOC037,MOL03,2025-04,29.819544373160024,19,-25.33153009085238,1,0,0,1.0
DOC012,MOL03,2025-04,29.68443232027493,20,-60.25239545553887,0,1,0,1.0
DOC041,MOL03,2025-04,29.635526491997577,21,-60.8289168571787,0,1,0,1.0
DOC007,MOL03,2025-04,28.50470240269666,22,72.0939937079611,0,0,0,0.0
DOC046,MOL03,2025-04,27.26134620881433,23,-71.11309942291815,0,1,0,0.0
DOC034,MOL03,2025-04,26.295121279894328,24,3462.988933425687,0,0,0,0.0
DOC040,MOL03,2025-04,22.98091344406174,25,147.80303107853916,0,0,0,1.0
DOC050,MOL03,2025-04,18.84138611394004,26,307.6590813743389,0,0,0,0.0
DOC014,MOL03,2025-04,16.62887460570657,27,-6.222739457821005,0,1,0,1.0
DOC021,MOL03,2025-04,14.941148820297787,28,-33.92177349629497,1,1,0,1.0
DOC011,MOL03,2025-04,14.88163633362866,29,-24.95734987651189,1,1,0,1.0
DOC028,MOL03,2025-04,13.799118602643436,30,-16.566723452423542,1,0,0,1.0
DOC016,MOL03,2025-04,10.835522417174309,31,277.39331735914425,0,0,0,0.0
DOC036,MOL03,2025-04,7.384719099602874,32,-91.33654166237065,0,1,0,0.0
DOC032,MOL03,2025-04,5.590301374465726,33,-94.40969862553428,0,1,0,0.0
DOC042,MOL03,2025-04,0.8281927962171445,34,-97.78330619481633,0,1,0,0.0
DOC002,MOL03,2025-04,0.0,35,-100.0,0,1,0,0.0
DOC004,MOL03,2025-05,100.0,1,165.37325702914646,0,0,0,0.0
DOC021,MOL03,2025-05,63.94433857841532,2,327.97471163359216,0,0,0,0.0
DOC039,MOL03,2025-05,63.08266003729023,3,8.041208298608945,0,0,0,0.0
DOC041,MOL03,2025-05,60.992701882545234,4,105.80940884925722,0,0,0,1.0
DOC019,MOL03,2025-05,53.66465753210508,5,1.5868771524732512,0,0,0,1.0
DOC012,MOL03,2025-05,52.72798777560372,6,77.62841885168774,0,0,0,1.0
DOC038,MOL03,2025-05,51.89558732131757,7,75.1936139357955,0,0,0,0.0
DOC006,MOL03,2025-05,44.126155804059245,8,10.971462748577826,0,0,0,1.0
DOC024,MOL03,2025-05,42.74906971703589,9,6.821045169374357,0,0,0,0.0
DOC028,MOL03,2025-05,39.71879931217279,10,187.83577021045414,0,0,0,0.0
DOC002,MOL03,2025-05,39.71410814170292,11,,0,0,0,0.0
DOC008,MOL03,2025-05,35.76746163594192,12,-10.184880867627442,0,0,0,1.0
DOC023,MOL03,2025-05,32.87756370416407,13,4354.909881914237,0,0,0,0.0
DOC029,MOL03,2025-05,32.87756370416407,13,-22.078331491676153,0,0,0,0.0
DOC016,MOL03,2025-05,31.0130515848353,15,186.2164867628311,0,0,0,0.0
DOC003,MOL03,2025-05,30.453697949036663,16,,0,0,0,0.0
DOC026,MOL03,2025-05,30.453697949036663,16,,0,0,0,0.0
DOC043,MOL03,2025-05,25.77191906453018,18,-61.9565060981322,0,1,0,0.0
DOC031,MOL03,2025-05,25.726933799658685,19,-55.800894351035744,0,1,0,0.0
DOC037,MOL03,2025-05,25.43683271873688,20,-14.697446746932641,0,0,0,0.0
DOC011,MOL03,2025-05,24.3934021052554,21,63.91612829654092,0,0,0,1.0
DOC009,MOL03,2025-05,23.885651254357327,22,-27.203365279100673,1,1,0,1.0
DOC046,MOL03,2025-05,21.8769422001243,23,-19.751056926708582,1,0,0,0.0
DOC025,MOL03,2025-05,20.91459449602868,24,-35.80687989455535,0,1,0,1.0
DOC027,MOL03,2025-05,20.361855860228843,25,-59.436488238268716,1,1,0,0.0
DOC007,MOL03,2025-05,20.059101697223607,26,-29.62879803535175,0,0,0,1.0
DOC044,MOL03,2025-05,18.764841209372094,27,-47.7670389167364,0,1,0,0.0
DOC020,MOL03,2025-05,16.640705789523167,28,-83.35929421047683,0,1,0,1.0
DOC033,MOL03,2025-05,16.609289097090652,29,-61.06691090220097,0,1,0,0.0
DOC040,MOL03,2025-05,15.183153248288235,30,-33.931463232539365,0,1,0,1.0
DOC014,MOL03,2025-05,14.564245575129233,31,-12.415927593012304,0,0,0,0.0
DOC005,MOL03,2025-05,13.673088875077683,32,674.5030869882164,0,0,0,0.0
DOC013,MOL03,2025-05,12.7408328154133,33,-58.64205969455989,0,1,0,0.0
DOC045,MOL03,2025-05,12.7408328154133,33,-75.24198770737806,0,1,0,0.0
DOC018,MOL03,2025-05,6.463642013673088,35,-91.92659907319087,0,1,0,0.0
DOC032,MOL03,2025-05,5.904288377874456,36,5.616638216374129,0,0,0,0.0
DOC030,MOL03,2025-05,5.5313859540087,37,-90.68940625132697,0,1,0,0.0
DOC015,MOL03,2025-05,4.882670388534285,38,-87.8658120220144,1,1,0,1.0
DOC022,MOL03,2025-05,0.559353635798633,39,-99.13549202742232,0,1,0,0.0
DOC048,MOL03,2025-05,0.559353635798633,39,-85.91812569112332,1,1,0,0.0
DOC010,MOL03,2025-05,0.0,41,-100.0,1,1,0,0.0
DOC024,MOL03,2025-06,100.0,1,133.92321905931232,0,0,0,0.0
DOC047,MOL03,2025-06,90.77509932870306,2,206.44643461321036,0,0,0,0.0
DOC023,MOL03,2025-06,81.31114457679658,3,147.31499361827173,0,0,0,0.0
DOC049,MOL03,2025-06,80.04928394320903,4,114.78971860669898,0,0,0,0.0
DOC015,MOL03,2025-06,78.58219448026375,5,1509.4101839189093,0,0,0,0.0
DOC021,MOL03,2025-06,75.18104669502033,6,17.572639527462414,0,0,0,0.0
DOC048,MOL03,2025-06,55.75846674664907,7,9868.374777262035,0,0,0,0.0
DOC019,MOL03,2025-06,54.45080768415062,8,1.464930902755168,0,0,0,0.0
DOC043,MOL03,2025-06,51.59612838330801,9,100.20289623802063,0,0,0,1.0
DOC027,MOL03,2025-06,50.82799402518442,10,149.6235823202275,0,0,0,1.0
DOC044,MOL03,2025-06,49.82985795202644,11,165.54905205986466,0,0,0,1.0
DOC033,MOL03,2025-06,48.32235169399699,12,190.93570117014414,0,0,0,1.0
DOC032,MOL03,2025-06,46.53111086354024,13,688.0900776782762,0,0,0,0.0
DOC028,MOL03,2025-06,45.87119463257271,14,15.489882440918517,0,0,0,0.0
DOC041,MOL03,2025-06,44.19075581413991,15,-27.54746969688462,0,1,0,1.0
DOC014,MOL03,2025-06,43.927914710814505,16,201.61476256503397,0,0,0,0.0
DOC025,MOL03,2025-06,43.86134672245256,17,109.7164577146407,0,0,0,1.0
DOC031,MOL03,2025-06,42.45700469839972,18,65.02940081792022,0,0,0,0.0
DOC011,MOL03,2025-06,42.20019202863076,19,72.99838639374948,0,0,0,0.0
DOC003,MOL03,2025-06,41.08933688119401,20,34.923965391512596,0,0,0,0.0
DOC026,MOL03,2025-06,41.08933688119401,20,34.923965391512596,0,0,0,0.0
DOC012,MOL03,2025-06,40.984887737859424,22,-22.27109459917152,0,1,0,1.0
DOC037,MOL03,2025-06,39.19380319483276,23,54.082875129191834,0,0,0,1.0
DOC006,MOL03,2025-06,39.14980303749686,24,-11.277557892556327,0,1,0,1.0
DOC005,MOL03,2025-06,38.95994706201505,25,184.93888555810108,0,0,0,0.0
DOC036,MOL03,2025-06,38.48674932441972,26,421.16741077516957,0,0,0,0.0
DOC007,MOL03,2025-06,36.5147532519708,27,82.03583491988992,0,0,0,1.0
DOC020,MOL03,2025-06,26.549183812326543,28,59.54361640743424,0,0,0,1.0
DOC008,MOL03,2025-06,26.438528853728847,29,-26.082177363234067,0,1,0,1.0
DOC009,MOL03,2025-06,24.300617010446064,30,1.7373014102474476,0,1,0,1.0
DOC022,MOL03,2025-06,24.05421832776232,31,4200.35969881884,0,0,0,0.0
DOC010,MOL03,2025-06,15.53665905104649,32,,0,0,0,0.0
DOC018,MOL03,2025-06,11.435611991887008,33,76.92211245140575,0,0,0,0.0
DOC040,MOL03,2025-06,10.026817033599151,34,-33.96090476311576,1,0,0,1.0
DOC035,MOL03,2025-06,9.463954751906488,35,-88.75087488677703,0,1,0,0.0
DOC029,MOL03,2025-06,0.946395475190649,36,-97.12145497243525,1,1,0,0.0
DOC002,MOL03,2025-06,0.0,37,-100.0,0,1,0,0.0
DOC004,MOL04,2025-01,100.0,1,,0,0,1,0.0
DOC014,MOL04,2025-01,74.3738195594242,2,,0,0,1,0.0
DOC008,MOL04,2025-01,46.63529411764706,3,,0,0,1,0.0
DOC020,MOL04,2025-01,43.01134893577207,4,,0,0,1,1.0
DOC031,MOL04,2025-01,41.976470588235294,5,,0,0,1,0.0
DOC011,MOL04,2025-01,37.85570242147384,6,,0,0,1,0.0
DOC035,MOL04,2025-01,37.29450181043366,7,,0,0,1,0.0
DOC049,MOL04,2025-01,34.11495995519988,8,,0,0,1,1.0
DOC027,MOL04,2025-01,32.95410921721189,9,,0,0,1,1.0
DOC019,MOL04,2025-01,27.435294117647057,10,,0,0,1,0.0
DOC013,MOL04,2025-01,25.099467649603525,11,,0,0,1,1.0
DOC017,MOL04,2025-01,23.73484683440166,12,,0,0,1,1.0
DOC025,MOL04,2025-01,22.108865569663973,13,,0,0,1,1.0
DOC001,MOL04,2025-01,20.363499374282863,14,,0,0,1,0.0
DOC040,MOL04,2025-01,19.243266573100843,15,,0,0,1,1.0
DOC009,MOL04,2025-01,17.458823529411767,16,,0,0,1,0.0
DOC018,MOL04,2025-01,16.812801543114965,17,,0,0,1,0.0
DOC039,MOL04,2025-01,16.399172856442497,18,,0,0,1,0.0
DOC010,MOL04,2025-01,16.370715092968677,19,,0,0,1,1.0
DOC002,MOL04,2025-01,15.905370975522464,20,,0,0,1,0.0
DOC047,MOL04,2025-01,14.692696744345575,21,,0,0,1,1.0
DOC034,MOL04,2025-01,12.279711402082649,22,,0,0,1,0.0
DOC022,MOL04,2025-01,12.02159202207447,23,,0,0,1,1.0
DOC038,MOL04,2025-01,11.698182860480562,24,,0,0,1,1.0
DOC050,MOL04,2025-01,11.233574399751364,25,,0,0,1,0.0
DOC003,MOL04,2025-01,8.705882352941178,26,,0,0,1,0.0
DOC026,MOL04,2025-01,8.705882352941178,26,,0,0,1,0.0
DOC036,MOL04,2025-01,7.343705219596837,28,,0,0,1,1.0
DOC021,MOL04,2025-01,5.129411764705882,29,,0,0,1,0.0
DOC015,MOL04,2025-01,5.082352941176471,30,,0,0,1,0.0
DOC006,MOL04,2025-01,3.717647058823529,31,,0,0,1,0.0
DOC043,MOL04,2025-01,3.4352941176470595,32,,0,0,1,0.0
DOC007,MOL04,2025-01,0.0,33,,0,0,0,0.0
DOC013,MOL04,2025-02,100.0,1,298.414824553379,0,0,0,0.0
DOC040,MOL04,2025-02,90.09014833086604,2,368.16452907635943,0,0,0,0.0
DOC044,MOL04,2025-02,71.41553376150421,3,,0,0,1,0.0
DOC023,MOL04,2025-02,69.48015344276425,4,,0,0,1,0.0
DOC039,MOL04,2025-02,67.86749856418558,5,313.8470833760588,0,0,0,0.0
DOC025,MOL04,2025-02,53.10202850883553,6,140.18432036466814,0,0,0,0.0
DOC027,MOL04,2025-02,51.26060507081329,7,55.55148140384249,0,0,0,1.0
DOC035,MOL04,2025-02,51.22121348206699,8,37.34253306941117,0,0,0,1.0
DOC001,MOL04,2025-02,50.10534870363625,9,146.05470691797933,0,0,0,1.0
DOC034,MOL04,2025-02,48.89271242455924,10,298.1584812837458,0,0,0,1.0
DOC020,MOL04,2025-02,48.32503216535623,11,12.35414224631496,0,1,0,1.0
DOC002,MOL04,2025-02,46.83400882166012,12,194.4540488476202,0,0,0,1.0
DOC022,MOL04,2025-02,45.66407981341841,13,279.8505200440043,0,0,0,1.0
DOC038,MOL04,2025-02,45.24357685787436,14,286.7573057924977,0,0,0,1.0
DOC009,MOL04,2025-02,39.28822047042101,15,125.03360781575374,0,0,0,0.0
DOC017,MOL04,2025-02,34.49507819941152,16,45.335162430514664,0,0,0,1.0
DOC005,MOL04,2025-02,32.32085132295718,17,,0,0,1,0.0
DOC024,MOL04,2025-02,28.25655265360329,18,,0,0,1,0.0
DOC036,MOL04,2025-02,28.157431949192,19,283.42268796483387,0,0,0,0.0
DOC010,MOL04,2025-02,23.78662665554192,20,45.29986332581417,0,0,0,0.0
DOC049,MOL04,2025-02,19.72201970312013,21,-42.189527031486215,0,1,0,1.0
DOC031,MOL04,2025-02,17.418422868659565,22,-58.50431771759913,0,1,0,0.0
DOC018,MOL04,2025-02,15.318958695234905,23,-8.885151258398134,0,1,0,1.0
DOC004,MOL04,2025-02,12.967048135557675,24,-87.03295186444232,0,1,0,0.0
DOC011,MOL04,2025-02,10.897336015249955,25,-71.21348880566964,0,1,0,1.0
DOC047,MOL04,2025-02,9.43259168790765,26,-35.8008141593357,0,1,0,1.0
DOC050,MOL04,2025-02,7.529860206818848,27,-32.97004195756688,0,0,0,1.0
DOC032,MOL04,2025-02,6.193217019967847,28,,0,0,1,0.0
DOC014,MOL04,2025-02,5.976210435056776,29,-91.9646315458065,0,1,0,0.0
DOC015,MOL04,2025-02,1.5483042549919612,30,-69.53568016798225,0,0,0,0.0
DOC007,MOL04,2025-02,1.419278900409298,31,,0,0,0,0.0
DOC016,MOL04,2025-02,0.0,32,,0,0,0,0.0
DOC017,MOL04,2025-03,100.0,1,189.89642934540723,0,0,0,0.0
DOC028,MOL04,2025-03,90.58933527771332,2,,0,0,1,0.0
DOC006,MOL04,2025-03,88.45130026678827,3,2279.2280135053807,0,0,0,0.0
DOC043,MOL04,2025-03,88.45130026678827,3,2474.781000916781,0,0,0,0.0
