order_id,distributor_id,chemist_id,molecule_id,month,units_ordered,order_type,first_time_flag
ORD0391,DIST003,CHEM082,MOL04,2025-06,89,routine,0
ORD0392,DIST004,CHEM042,MOL01,2025-03,204,routine,0
ORD0393,DIST005,CHEM092,MOL01,2025-03,169,routine,0
ORD0394,DIST001,CHEM020,MOL05,2025-02,113,routine,0
ORD0395,DIST003,CHEM043,MOL05,2025-03,181,routine,0
ORD0396,DIST005,CHEM070,MOL03,2025-01,293,routine,0
ORD0397,DIST005,CHEM091,MOL02,2025-01,90,new_sku,1
ORD0398,DIST003,CHEM073,MOL03,2025-04,230,new_sku,1
ORD0399,DIST005,CHEM042,MOL01,2025-02,99,routine,0
ORD0400,DIST005,CHEM057,MOL02,2025-05,289,routine,0
ORD0401,DIST001,CHEM142,MOL01,2025-04,255,new_sku,1
ORD0402,DIST003,CHEM030,MOL02,2025-01,265,new_sku,1
ORD0403,DIST005,CHEM080,MOL03,2025-02,246,new_sku,1
ORD0404,DIST001,CHEM134,MOL03,2025-02,175,routine,0
ORD0405,DIST002,CHEM031,MOL02,2025-02,92,routine,0
ORD0406,DIST001,CHEM079,MOL02,2025-02,86,new_sku,1
ORD0407,DIST004,CHEM109,MOL01,2025-01,29,new_sku,1
ORD0408,DIST001,CHEM111,MOL01,2025-02,75,new_sku,1
ORD0409,DIST001,CHEM132,MOL05,2025-01,260,new_sku,1
ORD0410,DIST001,CHEM065,MOL01,2025-01,174,routine,0
ORD0411,DIST005,CHEM025,MOL01,2025-05,125,routine,0
ORD0412,DIST001,CHEM052,MOL02,2025-06,199,routine,0
ORD0413,DIST005,CHEM024,MOL02,2025-06,162,new_sku,1
ORD0414,DIST005,CHEM090,MOL03,2025-02,276,new_sku,1
ORD0415,DIST001,CHEM062,MOL05,2025-05,54,new_sku,1
ORD0416,DIST002,CHEM149,MOL01,2025-05,131,new_sku,1
ORD0417,DIST001,CHEM073,MOL02,2025-05,22,new_sku,1
ORD0418,DIST003,CHEM055,MOL05,2025-06,263,new_sku,1
ORD0419,DIST002,CHEM048,MOL04,2025-06,74,new_sku,1
ORD0420,DIST005,CHEM091,MOL04,2025-04,129,new_sku,1
ORD0421,DIST001,CHEM059,MOL04,2025-01,180,routine,0
ORD0422,DIST004,CHEM120,MOL01,2025-05,89,routine,0
ORD0423,DIST001,CHEM093,MOL03,2025-05,40,new_sku,1
ORD0424,DIST003,CHEM084,MOL04,2025-01,217,routine,0
ORD0425,DIST004,CHEM117,MOL05,2025-06,179,routine,0
ORD0426,DIST004,CHEM058,MOL05,2025-04,168,new_sku,1
ORD0427,DIST002,CHEM049,MOL01,2025-04,208,new_sku,1
ORD0428,DIST004,CHEM004,MOL04,2025-06,73,demand_spike,0
ORD0429,DIST001,CHEM113,MOL05,2025-06,63,new_sku,1
ORD0430,DIST002,CHEM037,MOL04,2025-04,72,demand_spike,0
ORD0431,DIST002,CHEM017,MOL03,2025-02,193,routine,0
ORD0432,DIST004,CHEM104,MOL01,2025-02,237,routine,0
ORD0433,DIST004,CHEM072,MOL05,2025-05,159,new_sku,1
ORD0434,DIST004,CHEM092,MOL04,2025-06,227,routine,0
ORD0435,DIST001,CHEM131,MOL03,2025-02,252,new_sku,1
ORD0436,DIST002,CHEM032,MOL03,2025-04,274,routine,0
ORD0437,DIST001,CHEM035,MOL01,2025-01,47,new_sku,1
ORD0438,DIST005,CHEM128,MOL01,2025-02,215,routine,0
ORD0439,DIST001,CHEM084,MOL02,2025-03,69,new_sku,1
ORD0440,DIST003,CHEM134,MOL04,2025-04,123,new_sku,1
ORD0441,DIST005,CHEM128,MOL04,2025-05,153,new_sku,1
ORD0442,DIST001,CHEM088,MOL05,2025-05,29,new_sku,1
ORD0443,DIST003,CHEM111,MOL01,2025-04,250,routine,0
ORD0444,DIST001,CHEM097,MOL04,2025-04,38,new_sku,1
ORD0445,DIST002,CHEM046,MOL05,2025-06,175,new_sku,1
ORD0446,DIST004,CHEM126,MOL04,2025-02,179,new_sku,1
ORD0447,DIST005,CHEM125,MOL01,2025-05,271,routine,0
ORD0448,DIST005,CHEM139,MOL05,2025-04,263,routine,0
ORD0449,DIST003,CHEM041,MOL05,2025-01,220,new_sku,1
ORD0450,DIST003,CHEM127,MOL05,2025-04,200,new_sku,1
ORD0451,DIST002,CHEM083,MOL01,2025-01,43,routine,0
ORD0452,DIST003,CHEM094,MOL03,2025-06,33,routine,0
ORD0453,DIST003,CHEM098,MOL01,2025-04,196,new_sku,1
ORD0454,DIST002,CHEM106,MOL03,2025-01,145,new_sku,1
ORD0455,DIST001,CHEM061,MOL03,2025-05,63,new_sku,1
ORD0456,DIST001,CHEM079,MOL01,2025-03,106,new_sku,1
ORD0457,DIST004,CHEM138,MOL03,2025-01,255,new_sku,1
ORD0458,DIST001,CHEM146,MOL05,2025-04,156,routine,0
ORD0459,DIST004,CHEM121,MOL05,2025-01,182,new_sku,1
ORD0460,DIST004,CHEM147,MOL04,2025-03,70,routine,0
ORD0461,DIST005,CHEM026,MOL02,2025-03,274,new_sku,1
ORD0462,DIST003,CHEM087,MOL02,2025-05,173,routine,0
ORD0463,DIST005,CHEM112,MOL02,2025-04,58,routine,0
ORD0464,DIST003,CHEM055,MOL03,2025-03,44,new_sku,1
ORD0465,DIST005,CHEM147,MOL04,2025-02,67,routine,0
ORD0466,DIST001,CHEM025,MOL05,2025-03,159,demand_spike,0
ORD0467,DIST002,CHEM146,MOL05,2025-04,238,routine,0
ORD0468,DIST005,CHEM089,MOL01,2025-06,174,routine,0
ORD0469,DIST003,CHEM077,MOL04,2025-06,296,new_sku,1
ORD0470,DIST005,CHEM052,MOL04,2025-04,148,routine,0
ORD0471,DIST002,CHEM132,MOL04,2025-06,300,new_sku,1
ORD0472,DIST002,CHEM005,MOL05,2025-02,275,new_sku,1
ORD0473,DIST005,CHEM120,MOL03,2025-06,292,routine,0
ORD0474,DIST005,CHEM112,MOL05,2025-06,50,new_sku,1
ORD0475,DIST002,CHEM052,MOL03,2025-04,95,routine,0
ORD0476,DIST003,CHEM039,MOL03,2025-04,230,new_sku,1
ORD0477,DIST003,CHEM017,MOL02,2025-04,156,routine,0
ORD0478,DIST004,CHEM042,MOL03,2025-06,140,routine,0
ORD0479,DIST001,CHEM062,MOL01,2025-02,118,new_sku,1
ORD0480,DIST005,CHEM063,MOL03,2025-04,268,new_sku,1
ORD0481,DIST002,CHEM112,MOL04,2025-06,38,routine,0
ORD0482,DIST003,CHEM041,MOL03,2025-02,34,new_sku,1
ORD0483,DIST004,CHEM072,MOL05,2025-02,41,routine,0
ORD0484,DIST005,CHEM006,MOL01,2025-01,180,new_sku,1
ORD0485,DIST001,CHEM077,MOL01,2025-04,206,routine,0
ORD0486,DIST005,CHEM102,MOL02,2025-02,77,new_sku,1
ORD0487,DIST003,CHEM129,MOL01,2025-05,288,new_sku,1
ORD0488,DIST003,CHEM128,MOL01,2025-02,82,routine,0
ORD0489,DIST002,CHEM085,MOL05,2025-06,219,new_sku,1
ORD0490,DIST002,CHEM109,MOL02,2025-02,74,new_sku,1
ORD0491,DIST003,CHEM055,MOL03,2025-04,229,routine,0
ORD0492,DIST001,CHEM015,MOL04,2025-05,211,new_sku,1
ORD0493,DIST002,CHEM082,MOL05,2025-04,263,new_sku,1
ORD0494,DIST003,CHEM072,MOL02,2025-03,263,routine,0
ORD0495,DIST001,CHEM079,MOL01,2025-06,37,demand_spike,0
ORD0496,DIST003,CHEM062,MOL03,2025-05,216,routine,0
ORD0497,DIST004,CHEM093,MOL01,2025-05,141,routine,0
ORD0498,DIST003,CHEM100,MOL01,2025-04,150,new_sku,1
ORD0499,DIST002,CHEM024,MOL02,2025-03,127,routine,0
ORD0500,DIST001,CHEM113,MOL03,2025-06,228,new_sku,1
ORD0501,DIST004,CHEM071,MOL01,2025-04,261,new_sku,1
ORD0502,DIST003,CHEM086,MOL04,2025-01,102,new_sku,1
ORD0503,DIST005,CHEM130,MOL01,2025-03,235,routine,0
ORD0504,DIST001,CHEM141,MOL03,2025-04,34,routine,0
ORD0505,DIST001,CHEM048,MOL04,2025-06,89,routine,0
ORD0506,DIST003,CHEM103,MOL02,2025-06,176,new_sku,1
ORD0507,DIST002,CHEM148,MOL01,2025-01,100,routine,0
ORD0508,DIST003,CHEM133,MOL02,2025-05,230,new_sku,1
ORD0509,DIST003,CHEM116,MOL04,2025-06,88,routine,0
ORD0510,DIST002,CHEM045,MOL05,2025-03,164,routine,0
ORD0511,DIST004,CHEM022,MOL04,2025-03,113,routine,0
ORD0512,DIST001,CHEM097,MOL05,2025-02,30,routine,0
ORD0513,DIST001,CHEM143,MOL05,2025-06,137,new_sku,1
ORD0514,DIST001,CHEM119,MOL02,2025-03,106,routine,0
ORD0515,DIST002,CHEM103,MOL05,2025-04,153,routine,0
ORD0516,DIST001,CHEM023,MOL03,2025-02,80,routine,0
ORD0517,DIST001,CHEM135,MOL04,2025-04,273,new_sku,1
ORD0518,DIST003,CHEM058,MOL02,2025-02,156,routine,0
ORD0519,DIST002,CHEM127,MOL04,2025-02,240,new_sku,1
ORD0520,DIST004,CHEM056,MOL03,2025-06,116,new_sku,1
ORD0521,DIST003,CHEM047,MOL04,2025-02,34,new_sku,1
ORD0522,DIST002,CHEM068,MOL02,2025-05,250,demand_spike,0
ORD0523,DIST001,CHEM095,MOL05,2025-06,254,routine,0
ORD0524,DIST004,CHEM003,MOL04,2025-02,185,new_sku,1
ORD0525,DIST005,CHEM055,MOL04,2025-06,236,new_sku,1
ORD0526,DIST001,CHEM066,MOL01,2025-01,50,routine,0
ORD0527,DIST005,CHEM086,MOL02,2025-04,201,routine,0
ORD0528,DIST005,CHEM012,MOL01,2025-03,278,new_sku,1
ORD0529,DIST002,CHEM098,MOL03,2025-04,209,routine,0
ORD0530,DIST003,CHEM144,MOL01,2025-05,111,new_sku,1
ORD0531,DIST004,CHEM044,MOL05,2025-04,193,routine,0
ORD0532,DIST004,CHEM034,MOL01,2025-03,291,new_sku,1
ORD0533,DIST001,CHEM037,MOL03,2025-01,180,new_sku,1
ORD0534,DIST004,CHEM033,MOL04,2025-03,204,routine,0
ORD0535,DIST005,CHEM073,MOL03,2025-05,155,routine,0
ORD0536,DIST004,CHEM081,MOL04,2025-02,181,new_sku,1
ORD0537,DIST001,CHEM039,MOL05,2025-06,245,routine,0
ORD0538,DIST002,CHEM049,MOL02,2025-01,137,new_sku,1
ORD0539,DIST004,CHEM010,MOL04,2025-03,103,routine,0
ORD0540,DIST004,CHEM112,MOL01,2025-04,40,new_sku,1
ORD0541,DIST004,CHEM092,MOL05,2025-04,254,new_sku,1
ORD0542,DIST001,CHEM029,MOL02,2025-01,198,new_sku,1
ORD0543,DIST005,CHEM053,MOL03,2025-02,106,demand_spike,0
ORD0544,DIST005,CHEM070,MOL05,2025-06,128,new_sku,1
ORD0545,DIST004,CHEM002,MOL05,2025-05,112,new_sku,1
ORD0546,DIST003,CHEM020,MOL02,2025-04,68,new_sku,1
ORD0547,DIST004,CHEM007,MOL03,2025-06,82,routine,0
ORD0548,DIST002,CHEM096,MOL05,2025-01,185,new_sku,1
ORD0549,DIST004,CHEM008,MOL01,2025-04,265,routine,0
ORD0550,DIST003,CHEM069,MOL05,2025-06,22,new_sku,1
ORD0551,DIST005,CHEM012,MOL05,2025-04,186,new_sku,1
ORD0552,DIST003,CHEM034,MOL02,2025-01,164,routine,0
ORD0553,DIST001,CHEM015,MOL01,2025-05,215,demand_spike,0
ORD0554,DIST004,CHEM103,MOL03,2025-02,142,routine,0
ORD0555,DIST004,CHEM023,MOL01,2025-02,103,routine,0
ORD0556,DIST001,CHEM104,MOL03,2025-06,98,new_sku,1
ORD0557,DIST005,CHEM077,MOL04,2025-04,178,demand_spike,0
ORD0558,DIST003,CHEM034,MOL03,2025-06,69,new_sku,1
ORD0559,DIST004,CHEM132,MOL02,2025-04,248,new_sku,1
ORD0560,DIST001,CHEM122,MOL03,2025-05,236,demand_spike,0
ORD0561,DIST004,CHEM109,MOL03,2025-05,115,new_sku,1
ORD0562,DIST003,CHEM110,MOL01,2025-01,282,new_sku,1
ORD0563,DIST004,CHEM119,MOL02,2025-06,99,routine,0
ORD0564,DIST004,CHEM135,MOL05,2025-01,168,new_sku,1
ORD0565,DIST002,CHEM112,MOL01,2025-04,173,routine,0
ORD0566,DIST004,CHEM033,MOL03,2025-02,287,new_sku,1
ORD0567,DIST001,CHEM076,MOL05,2025-01,59,routine,0
ORD0568,DIST004,CHEM132,MOL01,2025-05,237,new_sku,1
ORD0569,DIST003,CHEM025,MOL04,2025-06,149,new_sku,1
ORD0570,DIST001,CHEM066,MOL05,2025-01,277,routine,0
ORD0571,DIST004,CHEM030,MOL04,2025-02,113,new_sku,1
ORD0572,DIST003,CHEM012,MOL01,2025-04,172,demand_spike,0
ORD0573,DIST003,CHEM117,MOL04,2025-05,155,new_sku,1
ORD0574,DIST005,CHEM048,MOL02,2025-02,60,routine,0
ORD0575,DIST001,CHEM067,MOL01,2025-04,293,new_sku,1
ORD0576,DIST002,CHEM002,MOL04,2025-01,26,new_sku,1
ORD0577,DIST005,CHEM123,MOL04,2025-06,227,routine,0
ORD0578,DIST004,CHEM125,MOL03,2025-05,204,new_sku,1
ORD0579,DIST001,CHEM078,MOL01,2025-02,89,routine,0
ORD0580,DIST001,CHEM049,MOL01,2025-01,116,routine,0
ORD0581,DIST002,CHEM054,MOL04,2025-06,94,new_sku,1
ORD0582,DIST003,CHEM112,MOL05,2025-02,64,routine,0
ORD0583,DIST001,CHEM119,MOL02,2025-04,236,routine,0
ORD0584,DIST004,CHEM030,MOL02,2025-02,247,routine,0
ORD0585,DIST002,CHEM121,MOL01,2025-04,144,new_sku,1
ORD0586,DIST003,CHEM076,MOL05,2025-04,46,routine,0
ORD0587,DIST004,CHEM003,MOL01,2025-06,241,routine,0
ORD0588,DIST001,CHEM127,MOL05,2025-05,168,routine,0
ORD0589,DIST005,CHEM125,MOL04,2025-04,282,new_sku,1
ORD0590,DIST005,CHEM125,MOL02,2025-06,51,new_sku,1
ORD0591,DIST005,CHEM005,MOL04,2025-05,181,routine,0
ORD0592,DIST004,CHEM017,MOL03,2025-06,233,routine,0
ORD0593,DIST004,CHEM030,MOL04,2025-05,197,routine,0
ORD0594,DIST002,CHEM112,MOL01,2025-02,167,routine,0
ORD0595,DIST005,CHEM121,MOL03,2025-04,138,new_sku,1
ORD0596,DIST005,CHEM057,MOL05,2025-06,193,new_sku,1
ORD0597,DIST004,CHEM120,MOL02,2025-03,219,new_sku,1
ORD0598,DIST003,CHEM093,MOL04,2025-02,126,new_sku,1
ORD0599,DIST002,CHEM023,MOL04,2025-02,108,new_sku,1
ORD0600,DIST004,CHEM041,MOL05,2025-04,71,routine,0
ORD0601,DIST005,CHEM127,MOL03,2025-02,127,new_sku,1
ORD0602,DIST003,CHEM013,MOL01,2025-03,153,new_sku,1
ORD0603,DIST001,CHEM041,MOL02,2025-05,36,new_sku,1
ORD0604,DIST001,CHEM087,MOL04,2025-01,136,new_sku,1
ORD0605,DIST003,CHEM144,MOL02,2025-04,152,new_sku,1
ORD0606,DIST002,CHEM091,MOL01,2025-05,156,new_sku,1
ORD0607,DIST001,CHEM132,MOL05,2025-06,73,routine,0
ORD0608,DIST005,CHEM113,MOL04,2025-01,74,new_sku,1
ORD0609,DIST001,CHEM027,MOL05,2025-01,279,new_sku,1
ORD0610,DIST002,CHEM043,MOL01,2025-02,205,new_sku,1
ORD0611,DIST001,CHEM075,MOL04,2025-05,275,routine,0
ORD0612,DIST001,CHEM040,MOL03,2025-03,90,routine,0
ORD0613,DIST002,CHEM052,MOL04,2025-04,23,routine,0
ORD0614,DIST002,CHEM122,MOL03,2025-03,278,routine,0
ORD0615,DIST003,CHEM022,MOL03,2025-03,232,new_sku,1
ORD0616,DIST002,CHEM063,MOL02,2025-05,235,new_sku,1
ORD0617,DIST004,CHEM036,MOL04,2025-04,229,new_sku,1
ORD0618,DIST002,CHEM133,MOL03,2025-01,246,new_sku,1
ORD0619,DIST003,CHEM003,MOL05,2025-01,63,new_sku,1
ORD0620,DIST001,CHEM081,MOL04,2025-02,242,demand_spike,0
ORD0621,DIST005,CHEM101,MOL01,2025-06,97,new_sku,1
ORD0622,DIST004,CHEM015,MOL05,2025-03,234,routine,0
ORD0623,DIST003,CHEM142,MOL03,2025-06,180,new_sku,1
ORD0624,DIST004,CHEM003,MOL03,2025-05,95,new_sku,1
ORD0625,DIST003,CHEM115,MOL02,2025-05,246,new_sku,1
ORD0626,DIST001,CHEM104,MOL02,2025-03,63,routine,0
ORD0627,DIST005,CHEM138,MOL03,2025-04,84,routine,0
ORD0628,DIST005,CHEM139,MOL03,2025-02,67,routine,0
ORD0629,DIST002,CHEM142,MOL03,2025-05,194,routine,0
ORD0630,DIST002,CHEM006,MOL01,2025-05,152,routine,0
ORD0631,DIST001,CHEM078,MOL04,2025-05,76,new_sku,1
ORD0632,DIST003,CHEM096,MOL03,2025-06,279,new_sku,1
ORD0633,DIST004,CHEM032,MOL01,2025-06,83,new_sku,1
ORD0634,DIST004,CHEM077,MOL05,2025-06,22,routine,0
ORD0635,DIST005,CHEM087,MOL02,2025-06,293,routine,0
ORD0636,DIST005,CHEM060,MOL03,2025-03,165,new_sku,1
ORD0637,DIST001,CHEM036,MOL04,2025-05,146,routine,0
ORD0638,DIST003,CHEM084,MOL05,2025-05,118,new_sku,1
ORD0639,DIST004,CHEM117,MOL01,2025-02,237,new_sku,1
ORD0640,DIST002,CHEM021,MOL01,2025-01,237,new_sku,1
ORD0641,DIST003,CHEM122,MOL02,2025-04,59,new_sku,1
ORD0642,DIST004,CHEM135,MOL04,2025-05,285,demand_spike,0
ORD0643,DIST004,CHEM068,MOL05,2025-04,236,new_sku,1
ORD0644,DIST005,CHEM126,MOL04,2025-02,93,routine,0
ORD0645,DIST002,CHEM033,MOL04,2025-06,254,demand_spike,0
ORD0646,DIST004,CHEM132,MOL05,2025-01,128,routine,0
ORD0647,DIST005,CHEM122,MOL01,2025-06,100,routine,0
ORD0648,DIST001,CHEM095,MOL01,2025-05,229,demand_spike,0
ORD0649,DIST001,CHEM031,MOL03,2025-05,168,new_sku,1
ORD0650,DIST003,CHEM134,MOL02,2025-01,210,new_sku,1
ORD0651,DIST001,CHEM096,MOL03,2025-03,268,routine,0
ORD0652,DIST001,CHEM037,MOL02,2025-05,235,new_sku,1
ORD0653,DIST004,CHEM079,MOL03,2025-02,113,routine,0
ORD0654,DIST001,CHEM001,MOL01,2025-05,198,routine,0
ORD0655,DIST005,CHEM012,MOL04,2025-04,178,new_sku,1
ORD0656,DIST005,CHEM116,MOL03,2025-04,263,new_sku,1
ORD0657,DIST004,CHEM034,MOL02,2025-05,255,routine,0
ORD0658,DIST001,CHEM115,MOL02,2025-06,186,routine,0
ORD0659,DIST003,CHEM105,MOL04,2025-02,222,routine,0
ORD0660,DIST003,CHEM139,MOL01,2025-06,246,new_sku,1
ORD0661,DIST005,CHEM023,MOL02,2025-06,32,new_sku,1
ORD0662,DIST005,CHEM080,MOL05,2025-06,83,routine,0
ORD0663,DIST005,CHEM022,MOL02,2025-05,297,routine,0
ORD0664,DIST004,CHEM014,MOL05,2025-05,116,routine,0
ORD0665,DIST002,CHEM129,MOL01,2025-01,292,routine,0
ORD0666,DIST005,CHEM005,MOL03,2025-02,145,routine,0
ORD0667,DIST004,CHEM114,MOL01,2025-05,184,new_sku,1
ORD0668,DIST004,CHEM012,MOL04,2025-01,194,routine,0
ORD0669,DIST003,CHEM047,MOL04,2025-01,290,routine,0
ORD0670,DIST001,CHEM098,MOL03,2025-01,78,routine,0
ORD0671,DIST002,CHEM139,MOL02,2025-03,93,demand_spike,0
ORD0672,DIST004,CHEM066,MOL01,2025-02,177,routine,0
ORD0673,DIST002,CHEM044,MOL01,2025-05,186,new_sku,1
ORD0674,DIST001,CHEM007,MOL01,2025-03,219,new_sku,1
ORD0675,DIST003,CHEM082,MOL02,2025-04,185,routine,0
ORD0676,DIST002,CHEM097,MOL01,2025-01,123,new_sku,1
ORD0677,DIST004,CHEM061,MOL04,2025-05,278,routine,0
ORD0678,DIST004,CHEM030,MOL03,2025-01,182,routine,0
ORD0679,DIST001,CHEM142,MOL04,2025-01,267,new_sku,1
ORD0680,DIST005,CHEM105,MOL02,2025-01,157,new_sku,1
ORD0681,DIST003,CHEM026,MOL02,2025-05,84,routine,0
ORD0682,DIST005,CHEM146,MOL04,2025-04,62,new_sku,1
ORD0683,DIST002,CHEM053,MOL02,2025-03,296,routine,0
ORD0684,DIST001,CHEM063,MOL05,2025-04,251,routine,0
ORD0685,DIST002,CHEM001,MOL04,2025-05,168,new_sku,1
ORD0686,DIST005,CHEM001,MOL01,2025-04,159,routine,0
ORD0687,DIST005,CHEM065,MOL04,2025-03,128,routine,0
ORD0688,DIST005,CHEM131,MOL03,2025-01,102,demand_spike,0
ORD0689,DIST004,CHEM145,MOL01,2025-03,65,new_sku,1
ORD0690,DIST004,CHEM032,MOL02,2025-06,163,new_sku,1
ORD0691,DIST003,CHEM054,MOL05,2025-05,182,routine,0
ORD0692,DIST003,CHEM067,MOL04,2025-03,145,new_sku,1
ORD0693,DIST001,CHEM088,MOL02,2025-04,188,new_sku,1
ORD0694,DIST001,CHEM035,MOL01,2025-05,263,routine,0
ORD0695,DIST004,CHEM003,MOL02,2025-04,270,new_sku,1
ORD0696,DIST005,CHEM138,MOL01,2025-06,59,new_sku,1
ORD0697,DIST003,CHEM008,MOL04,2025-06,83,new_sku,1
ORD0698,DIST002,CHEM097,MOL05,2025-03,218,demand_spike,0
ORD0699,DIST002,CHEM003,MOL01,2025-04,209,routine,0
ORD0700,DIST003,CHEM114,MOL01,2025-02,30,routine,0
ORD0701,DIST002,CHEM092,MOL02,2025-01,175,new_sku,1
ORD0702,DIST003,CHEM060,MOL04,2025-03,38,demand_spike,0
ORD0703,DIST002,CHEM127,MOL05,2025-02,23,routine,0
ORD0704,DIST004,CHEM102,MOL01,2025-03,276,new_sku,1
ORD0705,DIST001,CHEM044,MOL05,2025-02,109,routine,0
ORD0706,DIST005,CHEM033,MOL01,2025-02,152,new_sku,1
ORD0707,DIST002,CHEM059,MOL05,2025-06,160,new_sku,1
ORD0708,DIST005,CHEM006,MOL05,2025-05,149,routine,0
ORD0709,DIST003,CHEM117,MOL01,2025-04,46,routine,0
ORD0710,DIST005,CHEM111,MOL04,2025-03,82,new_sku,1
ORD0711,DIST001,CHEM120,MOL04,2025-03,284,new_sku,1
ORD0712,DIST005,CHEM058,MOL01,2025-03,235,routine,0
ORD0713,DIST002,CHEM115,MOL03,2025-01,220,routine,0
ORD0714,DIST002,CHEM086,MOL01,2025-05,32,demand_spike,0
ORD0715,DIST002,CHEM109,MOL01,2025-02,120,routine,0
ORD0716,DIST001,CHEM085,MOL03,2025-01,69,routine,0
ORD0717,DIST003,CHEM123,MOL04,2025-01,191,routine,0
ORD0718,DIST003,CHEM064,MOL01,2025-04,142,new_sku,1
ORD0719,DIST001,CHEM014,MOL03,2025-05,141,routine,0
ORD0720,DIST005,CHEM113,MOL01,2025-06,248,new_sku,1
ORD0721,DIST004,CHEM032,MOL01,2025-01,37,routine,0
ORD0722,DIST004,CHEM081,MOL01,2025-02,51,routine,0
ORD0723,DIST001,CHEM015,MOL03,2025-05,241,routine,0
ORD0724,DIST003,CHEM027,MOL01,2025-05,46,new_sku,1
ORD0725,DIST002,CHEM098,MOL04,2025-01,230,new_sku,1
ORD0726,DIST004,CHEM003,MOL04,2025-04,257,routine,0
ORD0727,DIST004,CHEM026,MOL03,2025-06,33,new_sku,1
ORD0728,DIST001,CHEM133,MOL03,2025-05,118,demand_spike,0
ORD0729,DIST005,CHEM027,MOL01,2025-05,54,routine,0
ORD0730,DIST003,CHEM050,MOL05,2025-02,280,routine,0
ORD0731,DIST002,CHEM091,MOL04,2025-04,247,routine,0
ORD0732,DIST002,CHEM063,MOL02,2025-01,50,routine,0
ORD0733,DIST003,CHEM080,MOL05,2025-04,282,routine,0
ORD0734,DIST002,CHEM080,MOL05,2025-05,94,routine,0
ORD0735,DIST003,CHEM121,MOL03,2025-05,195,routine,0
ORD0736,DIST001,CHEM095,MOL01,2025-05,94,routine,0
ORD0737,DIST004,CHEM061,MOL05,2025-05,47,new_sku,1
ORD0738,DIST001,CHEM089,MOL02,2025-02,123,routine,0
ORD0739,DIST004,CHEM088,MOL02,2025-06,263,routine,0
ORD0740,DIST005,CHEM085,MOL05,2025-05,191,routine,0
ORD0741,DIST001,CHEM077,MOL04,2025-03,103,routine,0
ORD0742,DIST001,CHEM117,MOL01,2025-04,132,routine,0
ORD0743,DIST002,CHEM058,MOL02,2025-04,129,routine,0
ORD0744,DIST002,CHEM124,MOL03,2025-06,212,new_sku,1
ORD0745,DIST001,CHEM103,MOL02,2025-01,205,routine,0
ORD0746,DIST002,CHEM019,MOL03,2025-01,78,routine,0
ORD0747,DIST001,CHEM075,MOL04,2025-02,204,routine,0
ORD0748,DIST002,CHEM008,MOL02,2025-02,165,demand_spike,0
ORD0749,DIST003,CHEM057,MOL03,2025-06,109,new_sku,1
ORD0750,DIST001,CHEM142,MOL02,2025-02,120,routine,0
ORD0751,DIST002,CHEM046,MOL03,2025-01,30,routine,0
ORD0752,DIST003,CHEM098,MOL01,2025-03,127,routine,0
ORD0753,DIST002,CHEM117,MOL02,2025-03,210,demand_spike,0
ORD0754,DIST001,CHEM135,MOL05,2025-04,53,routine,0
ORD0755,DIST005,CHEM037,MOL02,2025-02,118,routine,0
ORD0756,DIST002,CHEM097,MOL03,2025-03,239,routine,0
ORD0757,DIST005,CHEM012,MOL05,2025-05,116,routine,0
ORD0758,DIST001,CHEM076,MOL02,2025-03,146,routine,0
ORD0759,DIST002,CHEM072,MOL02,2025-05,270,demand_spike,0
ORD0760,DIST002,CHEM021,MOL04,2025-06,53,demand_spike,0
ORD0761,DIST003,CHEM131,MOL04,2025-06,280,routine,0
ORD0762,DIST003,CHEM128,MOL05,2025-04,111,routine,0
ORD0763,DIST004,CHEM096,MOL05,2025-06,267,demand_spike,0
ORD0764,DIST005,CHEM122,MOL03,2025-05,225,routine,0
ORD0765,DIST004,CHEM010,MOL02,2025-02,123,routine,0
ORD0766,DIST004,CHEM061,MOL04,2025-02,176,routine,0
ORD0767,DIST003,CHEM097,MOL05,2025-02,211,routine,0
ORD0768,DIST003,CHEM141,MOL01,2025-02,63,routine,0
ORD0769,DIST005,CHEM114,MOL05,2025-03,137,routine,0
ORD0770,DIST004,CHEM011,MOL04,2025-05,192,demand_spike,0
ORD0771,DIST003,CHEM116,MOL04,2025-04,229,demand_spike,0
ORD0772,DIST001,CHEM128,MOL03,2025-03,215,new_sku,1
ORD0773,DIST001,CHEM046,MOL04,2025-02,155,routine,0
ORD0774,DIST005,CHEM092,MOL01,2025-03,276,routine,0
ORD0775,DIST001,CHEM140,MOL01,2025-03,136,demand_spike,0
ORD0776,DIST005,CHEM031,MOL01,2025-03,39,new_sku,1
ORD0777,DIST003,CHEM052,MOL03,2025-02,188,routine,0
ORD0778,DIST005,CHEM078,MOL03,2025-02,90,new_sku,1
ORD0779,DIST003,CHEM067,MOL01,2025-03,164,routine,0
ORD0780,DIST004,CHEM104,MOL04,2025-05,26,demand_spike,0
ORD0781,DIST002,CHEM132,MOL02,2025-04,136,demand_spike,0
ORD0782,DIST005,CHEM054,MOL04,2025-02,284,routine,0
ORD0783,DIST003,CHEM142,MOL04,2025-06,256,routine,0
ORD0784,DIST004,CHEM022,MOL03,2025-02,239,routine,0
ORD0785,DIST003,CHEM054,MOL04,2025-04,35,routine,0
ORD0786,DIST001,CHEM036,MOL05,2025-02,176,new_sku,1
ORD0787,DIST004,CHEM128,MOL03,2025-03,135,routine,0
