rep_id,doctor_id,molecule_id,month,hybrid_score,rank,days_since_last_visit,overdue_high_value,untapped_opportunity,urgent_intervention,nurture_new_prescriber,rep_overloaded
REP004,DOC003,MOL02,2025-03,12.794123942154798,23,0,0,0,0,0,1
REP006,DOC003,MOL02,2025-03,12.794123942154798,23,0,0,0,0,0,1
REP004,DOC006,MOL02,2025-03,12.575582456843174,24,1,0,0,0,0,1
REP008,DOC006,MOL02,2025-03,12.575582456843174,24,1,0,0,0,0,0
REP010,DOC006,MOL02,2025-03,12.575582456843174,24,1,0,0,0,0,0
REP005,DOC011,MOL02,2025-03,12.536728697355532,25,11,0,0,0,0,1
REP007,DOC011,MOL02,2025-03,12.536728697355532,25,11,0,0,0,0,1
REP001,DOC011,MOL02,2025-03,12.536728697355532,25,11,0,0,0,0,1
REP008,DOC011,MOL02,2025-03,12.536728697355532,25,11,0,0,0,0,0
REP009,DOC011,MOL02,2025-03,12.536728697355532,25,11,0,0,0,0,1
REP002,DOC011,MOL02,2025-03,12.536728697355532,25,11,0,0,0,0,0
REP006,DOC011,MOL02,2025-03,12.536728697355532,25,11,0,0,0,0,1
REP004,DOC011,MOL02,2025-03,12.536728697355532,25,11,0,0,0,0,1
REP002,DOC021,MOL02,2025-03,11.699436414783948,26,14,0,0,0,0,0
REP010,DOC021,MOL02,2025-03,11.699436414783948,26,14,0,0,0,0,0
REP009,DOC021,MOL02,2025-03,11.699436414783948,26,14,0,0,0,0,1
REP003,DOC021,MOL02,2025-03,11.699436414783948,26,14,0,0,0,0,1
REP006,DOC021,MOL02,2025-03,11.699436414783948,26,14,0,0,0,0,1
REP007,DOC021,MOL02,2025-03,11.699436414783948,26,14,0,0,0,0,1
REP004,DOC021,MOL02,2025-03,11.699436414783948,26,14,0,0,0,0,1
REP001,DOC021,MOL02,2025-03,11.699436414783948,26,14,0,0,0,0,1
REP008,DOC044,MOL02,2025-03,11.655239960822724,27,26,0,0,0,0,0
REP005,DOC044,MOL02,2025-03,11.655239960822724,27,26,0,0,0,0,1
REP007,DOC044,MOL02,2025-03,11.655239960822724,27,26,0,0,0,0,1
REP010,DOC044,MOL02,2025-03,11.655239960822724,27,26,0,0,0,0,0
REP010,DOC036,MOL02,2025-03,11.557296767874632,28,4,0,0,0,0,0
REP009,DOC036,MOL02,2025-03,11.557296767874632,28,4,0,0,0,0,1
REP007,DOC036,MOL02,2025-03,11.557296767874632,28,4,0,0,0,0,1
REP005,DOC036,MOL02,2025-03,11.557296767874632,28,4,0,0,0,0,1
REP001,DOC036,MOL02,2025-03,11.557296767874632,28,4,0,0,0,0,1
REP004,DOC036,MOL02,2025-03,11.557296767874632,28,4,0,0,0,0,1
REP006,DOC036,MOL02,2025-03,11.557296767874632,28,4,0,0,0,0,1
REP002,DOC036,MOL02,2025-03,11.557296767874632,28,4,0,0,0,0,0
REP004,DOC004,MOL02,2025-03,8.277398169868185,29,40,0,0,0,0,1
REP002,DOC004,MOL02,2025-03,8.277398169868185,29,40,0,0,0,0,0
REP006,DOC004,MOL02,2025-03,8.277398169868185,29,40,0,0,0,0,1
REP008,DOC004,MOL02,2025-03,8.277398169868185,29,40,0,0,0,0,0
REP007,DOC004,MOL02,2025-03,8.277398169868185,29,40,0,0,0,0,1
REP010,DOC007,MOL02,2025-03,7.8354554358472095,30,7,0,0,0,0,0
REP002,DOC007,MOL02,2025-03,7.8354554358472095,30,7,0,0,0,0,0
REP009,DOC007,MOL02,2025-03,7.8354554358472095,30,7,0,0,0,0,1
REP006,DOC007,MOL02,2025-03,7.8354554358472095,30,7,0,0,0,0,1
REP004,DOC007,MOL02,2025-03,7.8354554358472095,30,7,0,0,0,0,1
REP005,DOC007,MOL02,2025-03,7.8354554358472095,30,7,0,0,0,0,1
REP003,DOC007,MOL02,2025-03,7.8354554358472095,30,7,0,0,0,0,1
REP008,DOC005,MOL02,2025-03,7.492563870697479,31,13,0,0,0,0,0
REP004,DOC005,MOL02,2025-03,7.492563870697479,31,13,0,0,0,0,1
REP002,DOC005,MOL02,2025-03,7.492563870697479,31,13,0,0,0,0,0
REP007,DOC005,MOL02,2025-03,7.492563870697479,31,13,0,0,0,0,1
REP003,DOC005,MOL02,2025-03,7.492563870697479,31,13,0,0,0,0,1
REP005,DOC005,MOL02,2025-03,7.492563870697479,31,13,0,0,0,0,1
REP006,DOC005,MOL02,2025-03,7.492563870697479,31,13,0,0,0,0,1
REP007,DOC020,MOL02,2025-03,6.2683643486777685,32,9,0,0,0,0,1
REP008,DOC020,MOL02,2025-03,6.2683643486777685,32,9,0,0,0,0,0
REP004,DOC020,MOL02,2025-03,6.2683643486777685,32,9,0,0,0,0,1
REP006,DOC020,MOL02,2025-03,6.2683643486777685,32,9,0,0,0,0,1
REP005,DOC020,MOL02,2025-03,6.2683643486777685,32,9,0,0,0,0,1
REP003,DOC024,MOL02,2025-03,0.0,33,3,0,0,0,0,1
REP005,DOC024,MOL02,2025-03,0.0,33,3,0,0,0,0,1
REP006,DOC024,MOL02,2025-03,0.0,33,3,0,0,0,0,1
REP007,DOC024,MOL02,2025-03,0.0,33,3,0,0,0,0,1
REP008,DOC024,MOL02,2025-03,0.0,33,3,0,0,0,0,0
REP010,DOC024,MOL02,2025-03,0.0,33,3,0,0,0,0,0
REP001,DOC024,MOL02,2025-03,0.0,33,3,0,0,0,0,1
REP008,DOC030,MOL02,2025-04,100.0,1,5,0,0,0,0,0
REP001,DOC030,MOL02,2025-04,100.0,1,5,0,0,0,0,1
REP004,DOC030,MOL02,2025-04,100.0,1,5,0,0,0,0,1
REP009,DOC030,MOL02,2025-04,100.0,1,5,0,0,0,0,1
REP010,DOC030,MOL02,2025-04,100.0,1,5,0,0,0,0,0
REP005,DOC030,MOL02,2025-04,100.0,1,5,0,0,0,0,1
REP001,DOC039,MOL02,2025-04,82.6099307975625,2,2,0,0,0,0,1
REP007,DOC039,MOL02,2025-04,82.6099307975625,2,2,0,0,0,0,1
REP005,DOC039,MOL02,2025-04,82.6099307975625,2,2,0,0,0,0,1
REP008,DOC039,MOL02,2025-04,82.6099307975625,2,2,0,0,0,0,0
REP010,DOC039,MOL02,2025-04,82.6099307975625,2,2,0,0,0,0,0
REP003,DOC039,MOL02,2025-04,82.6099307975625,2,2,0,0,0,0,1
REP004,DOC039,MOL02,2025-04,82.6099307975625,2,2,0,0,0,0,1
REP009,DOC035,MOL02,2025-04,82.39741488404546,3,61,1,0,0,0,1
REP003,DOC035,MOL02,2025-04,82.39741488404546,3,61,1,0,0,0,1
REP008,DOC035,MOL02,2025-04,82.39741488404546,3,61,1,0,0,0,0
REP004,DOC035,MOL02,2025-04,82.39741488404546,3,61,1,0,0,0,1
REP006,DOC035,MOL02,2025-04,82.39741488404546,3,61,1,0,0,0,1
REP010,DOC035,MOL02,2025-04,82.39741488404546,3,61,1,0,0,0,0
REP007,DOC012,MOL02,2025-04,73.73294445293965,4,13,0,0,0,0,1
REP001,DOC012,MOL02,2025-04,73.73294445293965,4,13,0,0,0,0,1
REP008,DOC041,MOL02,2025-04,73.73294445293965,4,19,0,0,0,0,0
REP007,DOC041,MOL02,2025-04,73.73294445293965,4,19,0,0,0,0,1
REP003,DOC041,MOL02,2025-04,73.73294445293965,4,19,0,0,0,0,1
REP006,DOC041,MOL02,2025-04,73.73294445293965,4,19,0,0,0,0,1
REP009,DOC042,MOL02,2025-04,70.86485049687697,6,5,0,0,0,0,1
REP002,DOC042,MOL02,2025-04,70.86485049687697,6,5,0,0,0,0,0
REP001,DOC042,MOL02,2025-04,70.86485049687697,6,5,0,0,0,0,1
REP007,DOC042,MOL02,2025-04,70.86485049687697,6,5,0,0,0,0,1
REP006,DOC042,MOL02,2025-04,70.86485049687697,6,5,0,0,0,0,1
REP003,DOC024,MOL02,2025-04,67.61684767804144,7,3,0,0,0,0,1
REP005,DOC024,MOL02,2025-04,67.61684767804144,7,3,0,0,0,0,1
REP006,DOC024,MOL02,2025-04,67.61684767804144,7,3,0,0,0,0,1
REP007,DOC024,MOL02,2025-04,67.61684767804144,7,3,0,0,0,0,1
REP008,DOC024,MOL02,2025-04,67.61684767804144,7,3,0,0,0,0,0
REP010,DOC024,MOL02,2025-04,67.61684767804144,7,3,0,0,0,0,0
REP001,DOC024,MOL02,2025-04,67.61684767804144,7,3,0,0,0,0,1
REP008,DOC005,MOL02,2025-04,67.54542104308328,8,13,0,0,0,0,0
REP004,DOC005,MOL02,2025-04,67.54542104308328,8,13,0,0,0,0,1
REP002,DOC005,MOL02,2025-04,67.54542104308328,8,13,0,0,0,0,0
REP007,DOC005,MOL02,2025-04,67.54542104308328,8,13,0,0,0,0,1
REP003,DOC005,MOL02,2025-04,67.54542104308328,8,13,0,0,0,0,1
REP005,DOC005,MOL02,2025-04,67.54542104308328,8,13,0,0,0,0,1
REP006,DOC005,MOL02,2025-04,67.54542104308328,8,13,0,0,0,0,1
REP004,DOC031,MOL02,2025-04,66.62698289319556,9,6,0,0,0,0,1
REP003,DOC031,MOL02,2025-04,66.62698289319556,9,6,0,0,0,0,1
REP007,DOC031,MOL02,2025-04,66.62698289319556,9,6,0,0,0,0,1
REP010,DOC031,MOL02,2025-04,66.62698289319556,9,6,0,0,0,0,0
REP006,DOC031,MOL02,2025-04,66.62698289319556,9,6,0,0,0,0,1
REP007,DOC008,MOL02,2025-04,51.05241891269209,10,0,0,0,0,0,1
REP001,DOC008,MOL02,2025-04,51.05241891269209,10,0,0,0,0,0,1
REP009,DOC008,MOL02,2025-04,51.05241891269209,10,0,0,0,0,0,1
REP006,DOC008,MOL02,2025-04,51.05241891269209,10,0,0,0,0,0,1
REP005,DOC008,MOL02,2025-04,51.05241891269209,10,0,0,0,0,0,1
REP004,DOC008,MOL02,2025-04,51.05241891269209,10,0,0,0,0,0,1
REP003,DOC008,MOL02,2025-04,51.05241891269209,10,0,0,0,0,0,1
REP009,DOC048,MOL02,2025-04,48.397464764871685,11,13,0,0,0,0,1
REP010,DOC048,MOL02,2025-04,48.397464764871685,11,13,0,0,0,0,0
REP004,DOC048,MOL02,2025-04,48.397464764871685,11,13,0,0,0,0,1
REP001,DOC048,MOL02,2025-04,48.397464764871685,11,13,0,0,0,0,1
REP002,DOC048,MOL02,2025-04,48.397464764871685,11,13,0,0,0,0,0
REP006,DOC048,MOL02,2025-04,48.397464764871685,11,13,0,0,0,0,1
REP003,DOC048,MOL02,2025-04,48.397464764871685,11,13,0,0,0,0,1
REP008,DOC048,MOL02,2025-04,48.397464764871685,11,13,0,0,0,0,0
REP006,DOC032,MOL02,2025-04,48.35711432710423,12,14,0,0,0,0,1
REP005,DOC032,MOL02,2025-04,48.35711432710423,12,14,0,0,0,0,1
REP010,DOC032,MOL02,2025-04,48.35711432710423,12,14,0,0,0,0,0
REP002,DOC032,MOL02,2025-04,48.35711432710423,12,14,0,0,0,0,0
REP009,DOC032,MOL02,2025-04,48.35711432710423,12,14,0,0,0,0,1
REP001,DOC032,MOL02,2025-04,48.35711432710423,12,14,0,0,0,0,1
REP007,DOC032,MOL02,2025-04,48.35711432710423,12,14,0,0,0,0,1
REP006,DOC009,MOL02,2025-04,47.63189663934504,13,44,0,0,0,0,1
REP001,DOC009,MOL02,2025-04,47.63189663934504,13,44,0,0,0,0,1
REP004,DOC009,MOL02,2025-04,47.63189663934504,13,44,0,0,0,0,1
REP002,DOC009,MOL02,2025-04,47.63189663934504,13,44,0,0,0,0,0
REP007,DOC009,MOL02,2025-04,47.63189663934504,13,44,0,0,0,0,1
REP002,DOC029,MOL02,2025-04,46.72018369713918,14,47,0,0,0,0,0
REP009,DOC029,MOL02,2025-04,46.72018369713918,14,47,0,0,0,0,1
REP003,DOC029,MOL02,2025-04,46.72018369713918,14,47,0,0,0,0,1
REP005,DOC029,MOL02,2025-04,46.72018369713918,14,47,0,0,0,0,1
REP008,DOC023,MOL02,2025-04,46.7112596291696,15,8,0,0,0,0,0
REP007,DOC023,MOL02,2025-04,46.7112596291696,15,8,0,0,0,0,1
REP004,DOC023,MOL02,2025-04,46.7112596291696,15,8,0,0,0,0,1
REP006,DOC023,MOL02,2025-04,46.7112596291696,15,8,0,0,0,0,1
REP002,DOC023,MOL02,2025-04,46.7112596291696,15,8,0,0,0,0,0
REP010,DOC023,MOL02,2025-04,46.7112596291696,15,8,0,0,0,0,0
REP009,DOC013,MOL02,2025-04,37.66963214180164,16,21,0,0,0,0,1
REP001,DOC013,MOL02,2025-04,37.66963214180164,16,21,0,0,0,0,1
REP004,DOC013,MOL02,2025-04,37.66963214180164,16,21,0,0,0,0,1
REP007,DOC013,MOL02,2025-04,37.66963214180164,16,21,0,0,0,0,1
REP008,DOC013,MOL02,2025-04,37.66963214180164,16,21,0,0,0,0,0
REP005,DOC013,MOL02,2025-04,37.66963214180164,16,21,0,0,0,0,1
REP002,DOC013,MOL02,2025-04,37.66963214180164,16,21,0,0,0,0,0
REP010,DOC001,MOL02,2025-04,37.29120116917109,17,12,0,0,0,0,0
REP002,DOC001,MOL02,2025-04,37.29120116917109,17,12,0,0,0,0,0
REP006,DOC001,MOL02,2025-04,37.29120116917109,17,12,0,0,0,0,1
REP007,DOC001,MOL02,2025-04,37.29120116917109,17,12,0,0,0,0,1
REP005,DOC001,MOL02,2025-04,37.29120116917109,17,12,0,0,0,0,1
REP008,DOC001,MOL02,2025-04,37.29120116917109,17,12,0,0,0,0,0
REP002,DOC043,MOL02,2025-04,36.52668907230881,18,24,0,0,0,0,0
REP008,DOC043,MOL02,2025-04,36.52668907230881,18,24,0,0,0,0,0
REP001,DOC043,MOL02,2025-04,36.52668907230881,18,24,0,0,0,0,1
REP005,DOC043,MOL02,2025-04,36.52668907230881,18,24,0,0,0,0,1
REP004,DOC043,MOL02,2025-04,36.52668907230881,18,24,0,0,0,0,1
REP009,DOC046,MOL02,2025-04,34.29201024873648,19,9,0,0,0,0,1
REP003,DOC046,MOL02,2025-04,34.29201024873648,19,9,0,0,0,0,1
REP005,DOC046,MOL02,2025-04,34.29201024873648,19,9,0,0,0,0,1
REP002,DOC046,MOL02,2025-04,34.29201024873648,19,9,0,0,0,0,0
REP001,DOC046,MOL02,2025-04,34.29201024873648,19,9,0,0,0,0,1
REP010,DOC046,MOL02,2025-04,34.29201024873648,19,9,0,0,0,0,0
REP002,DOC022,MOL02,2025-04,32.90106789896421,20,0,0,0,0,0,0
REP001,DOC022,MOL02,2025-04,32.90106789896421,20,0,0,0,0,0,1
REP006,DOC022,MOL02,2025-04,32.90106789896421,20,0,0,0,0,0,1
REP007,DOC022,MOL02,2025-04,32.90106789896421,20,0,0,0,0,0,1
REP004,DOC022,MOL02,2025-04,32.90106789896421,20,0,0,0,0,0,1
REP005,DOC016,MOL02,2025-04,31.447495415043104,21,21,0,0,0,0,1
REP006,DOC016,MOL02,2025-04,31.447495415043104,21,21,0,0,0,0,1
REP009,DOC016,MOL02,2025-04,31.447495415043104,21,21,0,0,0,0,1
REP003,DOC016,MOL02,2025-04,31.447495415043104,21,21,0,0,0,0,1
REP001,DOC016,MOL02,2025-04,31.447495415043104,21,21,0,0,0,0,1
REP010,DOC016,MOL02,2025-04,31.447495415043104,21,21,0,0,0,0,0
REP004,DOC004,MOL02,2025-04,29.758561154319075,22,40,0,0,0,0,1
REP002,DOC004,MOL02,2025-04,29.758561154319075,22,40,0,0,0,0,0
REP006,DOC004,MOL02,2025-04,29.758561154319075,22,40,0,0,0,0,1
REP008,DOC004,MOL02,2025-04,29.758561154319075,22,40,0,0,0,0,0
REP007,DOC004,MOL02,2025-04,29.758561154319075,22,40,0,0,0,0,1
REP007,DOC003,MOL02,2025-04,27.24346702063224,23,0,0,0,0,0,1
REP010,DOC003,MOL02,2025-04,27.24346702063224,23,0,0,0,0,0,0
REP005,DOC003,MOL02,2025-04,27.24346702063224,23,0,0,0,0,0,1
REP003,DOC003,MOL02,2025-04,27.24346702063224,23,0,0,0,0,0,1
REP002,DOC003,MOL02,2025-04,27.24346702063224,23,0,0,0,0,0,0
REP004,DOC003,MOL02,2025-04,27.24346702063224,23,0,0,0,0,0,1
REP006,DOC003,MOL02,2025-04,27.24346702063224,23,0,0,0,0,0,1
REP005,DOC026,MOL02,2025-04,26.813012365974064,24,10,0,0,0,0,1
REP001,DOC026,MOL02,2025-04,26.813012365974064,24,10,0,0,0,0,1
REP006,DOC026,MOL02,2025-04,26.813012365974064,24,10,0,0,0,0,1
REP009,DOC026,MOL02,2025-04,26.813012365974064,24,10,0,0,0,0,1
REP003,DOC026,MOL02,2025-04,26.813012365974064,24,10,0,0,0,0,1
REP004,DOC026,MOL02,2025-04,26.813012365974064,24,10,0,0,0,0,1
REP007,DOC026,MOL02,2025-04,26.813012365974064,24,10,0,0,0,0,1
REP008,DOC026,MOL02,2025-04,26.813012365974064,24,10,0,0,0,0,0
REP002,DOC021,MOL02,2025-04,25.171630377543853,25,14,0,0,0,0,0
REP010,DOC021,MOL02,2025-04,25.171630377543853,25,14,0,0,0,0,0
REP009,DOC021,MOL02,2025-04,25.171630377543853,25,14,0,0,0,0,1
REP003,DOC021,MOL02,2025-04,25.171630377543853,25,14,0,0,0,0,1
REP006,DOC021,MOL02,2025-04,25.171630377543853,25,14,0,0,0,0,1
REP007,DOC021,MOL02,2025-04,25.171630377543853,25,14,0,0,0,0,1
REP004,DOC021,MOL02,2025-04,25.171630377543853,25,14,0,0,0,0,1
REP001,DOC021,MOL02,2025-04,25.171630377543853,25,14,0,0,0,0,1
REP008,DOC025,MOL02,2025-04,24.294495522512367,26,2,0,0,0,0,0
REP006,DOC025,MOL02,2025-04,24.294495522512367,26,2,0,0,0,0,1
REP002,DOC025,MOL02,2025-04,24.294495522512367,26,2,0,0,0,0,0
REP003,DOC025,MOL02,2025-04,24.294495522512367,26,2,0,0,0,0,1
REP007,DOC025,MOL02,2025-04,24.294495522512367,26,2,0,0,0,0,1
REP010,DOC025,MOL02,2025-04,24.294495522512367,26,2,0,0,0,0,0
REP009,DOC025,MOL02,2025-04,24.294495522512367,26,2,0,0,0,0,1
REP004,DOC025,MOL02,2025-04,24.294495522512367,26,2,0,0,0,0,1
REP001,DOC025,MOL02,2025-04,24.294495522512367,26,2,0,0,0,0,1
REP008,DOC044,MOL02,2025-04,21.74612186630478,27,26,0,0,0,0,0
REP005,DOC044,MOL02,2025-04,21.74612186630478,27,26,0,0,0,0,1
REP007,DOC044,MOL02,2025-04,21.74612186630478,27,26,0,0,0,0,1
REP010,DOC044,MOL02,2025-04,21.74612186630478,27,26,0,0,0,0,0
REP001,DOC034,MOL02,2025-04,21.58846162767892,28,6,0,0,0,0,1
REP003,DOC034,MOL02,2025-04,21.58846162767892,28,6,0,0,0,0,1
REP009,DOC034,MOL02,2025-04,21.58846162767892,28,6,0,0,0,0,1
REP006,DOC034,MOL02,2025-04,21.58846162767892,28,6,0,0,0,0,1
REP007,DOC034,MOL02,2025-04,21.58846162767892,28,6,0,0,0,0,1
REP005,DOC034,MOL02,2025-04,21.58846162767892,28,6,0,0,0,0,1
REP002,DOC034,MOL02,2025-04,21.58846162767892,28,6,0,0,0,0,0
REP004,DOC006,MOL02,2025-04,21.142480087636084,29,1,0,0,0,0,1
REP008,DOC006,MOL02,2025-04,21.142480087636084,29,1,0,0,0,0,0
REP010,DOC006,MOL02,2025-04,21.142480087636084,29,1,0,0,0,0,0
REP004,DOC047,MOL02,2025-04,11.72251881855492,30,11,0,0,0,0,1
REP003,DOC047,MOL02,2025-04,11.72251881855492,30,11,0,0,0,0,1
REP009,DOC047,MOL02,2025-04,11.72251881855492,30,11,0,0,0,0,1
REP001,DOC047,MOL02,2025-04,11.72251881855492,30,11,0,0,0,0,1
REP005,DOC047,MOL02,2025-04,11.72251881855492,30,11,0,0,0,0,1
REP008,DOC047,MOL02,2025-04,11.72251881855492,30,11,0,0,0,0,0
REP007,DOC047,MOL02,2025-04,11.72251881855492,30,11,0,0,0,0,1
REP006,DOC047,MOL02,2025-04,11.72251881855492,30,11,0,0,0,0,1
REP010,DOC047,MOL02,2025-04,11.72251881855492,30,11,0,0,0,0,0
REP007,DOC049,MOL02,2025-04,7.984904122783789,31,11,0,0,0,0,1
REP002,DOC049,MOL02,2025-04,7.984904122783789,31,11,0,0,0,0,0
REP006,DOC049,MOL02,2025-04,7.984904122783789,31,11,0,0,0,0,1
REP003,DOC049,MOL02,2025-04,7.984904122783789,31,11,0,0,0,0,1
REP004,DOC049,MOL02,2025-04,7.984904122783789,31,11,0,0,0,0,1
REP010,DOC007,MOL02,2025-04,4.926855735334676,32,7,0,0,0,0,0
REP002,DOC007,MOL02,2025-04,4.926855735334676,32,7,0,0,0,0,0
REP009,DOC007,MOL02,2025-04,4.926855735334676,32,7,0,0,0,0,1
REP006,DOC007,MOL02,2025-04,4.926855735334676,32,7,0,0,0,0,1
REP004,DOC007,MOL02,2025-04,4.926855735334676,32,7,0,0,0,0,1
REP005,DOC007,MOL02,2025-04,4.926855735334676,32,7,0,0,0,0,1
REP003,DOC007,MOL02,2025-04,4.926855735334676,32,7,0,0,0,0,1
REP008,DOC002,MOL02,2025-04,3.9075062728516414,33,6,0,0,0,0,0
REP004,DOC002,MOL02,2025-04,3.9075062728516414,33,6,0,0,0,0,1
REP005,DOC002,MOL02,2025-04,3.9075062728516414,33,6,0,0,0,0,1
REP003,DOC002,MOL02,2025-04,3.9075062728516414,33,6,0,0,0,0,1
REP007,DOC002,MOL02,2025-04,3.9075062728516414,33,6,0,0,0,0,1
REP002,DOC033,MOL02,2025-04,2.3784820791270853,34,8,0,0,0,1,0
REP003,DOC033,MOL02,2025-04,2.3784820791270853,34,8,0,0,0,1,1
REP009,DOC033,MOL02,2025-04,2.3784820791270853,34,8,0,0,0,1,1
REP010,DOC033,MOL02,2025-04,2.3784820791270853,34,8,0,0,0,1,0
REP007,DOC033,MOL02,2025-04,2.3784820791270853,34,8,0,0,0,1,1
REP001,DOC033,MOL02,2025-04,2.3784820791270853,34,8,0,0,0,1,1
REP006,DOC010,MOL02,2025-04,1.868807347885566,35,0,0,0,0,0,1
REP005,DOC010,MOL02,2025-04,1.868807347885566,35,0,0,0,0,0,1
REP009,DOC010,MOL02,2025-04,1.868807347885566,35,0,0,0,0,0,1
REP003,DOC010,MOL02,2025-04,1.868807347885566,35,0,0,0,0,0,1
REP007,DOC010,MOL02,2025-04,1.868807347885566,35,0,0,0,0,0,1
REP001,DOC010,MOL02,2025-04,1.868807347885566,35,0,0,0,0,0,1
REP008,DOC010,MOL02,2025-04,1.868807347885566,35,0,0,0,0,0,0
REP007,DOC037,MOL02,2025-04,0.5096747312415175,36,10,0,0,0,0,1
REP003,DOC037,MOL02,2025-04,0.5096747312415175,36,10,0,0,0,0,1
REP006,DOC037,MOL02,2025-04,0.5096747312415175,36,10,0,0,0,0,1
REP002,DOC037,MOL02,2025-04,0.5096747312415175,36,10,0,0,0,0,0
REP005,DOC037,MOL02,2025-04,0.5096747312415175,36,10,0,0,0,0,1
REP009,DOC037,MOL02,2025-04,0.5096747312415175,36,10,0,0,0,0,1
REP006,DOC027,MOL02,2025-04,0.0,37,1,0,0,0,0,1
REP009,DOC027,MOL02,2025-04,0.0,37,1,0,0,0,0,1
REP008,DOC027,MOL02,2025-04,0.0,37,1,0,0,0,0,0
REP007,DOC027,MOL02,2025-04,0.0,37,1,0,0,0,0,1
REP010,DOC027,MOL02,2025-04,0.0,37,1,0,0,0,0,0
REP002,DOC021,MOL02,2025-05,100.0,1,14,0,0,0,0,0
REP010,DOC021,MOL02,2025-05,100.0,1,14,0,0,0,0,0
REP009,DOC021,MOL02,2025-05,100.0,1,14,0,0,0,0,1
REP003,DOC021,MOL02,2025-05,100.0,1,14,0,0,0,0,1
REP006,DOC021,MOL02,2025-05,100.0,1,14,0,0,0,0,1
REP007,DOC021,MOL02,2025-05,100.0,1,14,0,0,0,0,1
REP004,DOC021,MOL02,2025-05,100.0,1,14,0,0,0,0,1
REP001,DOC021,MOL02,2025-05,100.0,1,14,0,0,0,0,1
REP003,DOC018,MOL02,2025-05,98.75281389759816,2,20,0,0,0,1,1
REP009,DOC018,MOL02,2025-05,98.75281389759816,2,20,0,0,0,1,1
REP005,DOC018,MOL02,2025-05,98.75281389759816,2,20,0,0,0,1,1
REP001,DOC018,MOL02,2025-05,98.75281389759816,2,20,0,0,0,1,1
REP010,DOC018,MOL02,2025-05,98.75281389759816,2,20,0,0,0,1,0
REP005,DOC028,MOL02,2025-05,96.50213616150285,3,72,1,0,0,1,1
REP006,DOC028,MOL02,2025-05,96.50213616150285,3,72,1,0,0,1,1
REP008,DOC028,MOL02,2025-05,96.50213616150285,3,72,1,0,0,1,0
REP003,DOC028,MOL02,2025-05,96.50213616150285,3,72,1,0,0,1,1
REP001,DOC028,MOL02,2025-05,96.50213616150285,3,72,1,0,0,1,1
REP007,DOC028,MOL02,2025-05,96.50213616150285,3,72,1,0,0,1,1
REP009,DOC042,MOL02,2025-05,84.25931434818355,4,5,0,0,0,0,1
REP002,DOC042,MOL02,2025-05,84.25931434818355,4,5,0,0,0,0,0
REP001,DOC042,MOL02,2025-05,84.25931434818355,4,5,0,0,0,0,1
REP007,DOC042,MOL02,2025-05,84.25931434818355,4,5,0,0,0,0,1
REP006,DOC042,MOL02,2025-05,84.25931434818355,4,5,0,0,0,0,1
REP006,DOC032,MOL02,2025-05,80.97955191992419,5,14,0,0,0,0,1
REP005,DOC032,MOL02,2025-05,80.97955191992419,5,14,0,0,0,0,1
REP010,DOC032,MOL02,2025-05,80.97955191992419,5,14,0,0,0,0,0
REP002,DOC032,MOL02,2025-05,80.97955191992419,5,14,0,0,0,0,0
REP009,DOC032,MOL02,2025-05,80.97955191992419,5,14,0,0,0,0,1
REP001,DOC032,MOL02,2025-05,80.97955191992419,5,14,0,0,0,0,1
REP007,DOC032,MOL02,2025-05,80.97955191992419,5,14,0,0,0,0,1
REP010,DOC007,MOL02,2025-05,65.71978989398363,6,7,0,0,0,0,0
REP002,DOC007,MOL02,2025-05,65.71978989398363,6,7,0,0,0,0,0
REP009,DOC007,MOL02,2025-05,65.71978989398363,6,7,0,0,0,0,1
REP006,DOC007,MOL02,2025-05,65.71978989398363,6,7,0,0,0,0,1
REP004,DOC007,MOL02,2025-05,65.71978989398363,6,7,0,0,0,0,1
REP005,DOC007,MOL02,2025-05,65.71978989398363,6,7,0,0,0,0,1
REP003,DOC007,MOL02,2025-05,65.71978989398363,6,7,0,0,0,0,1
REP002,DOC015,MOL02,2025-05,60.45666657265302,7,0,0,0,0,0,0
REP007,DOC015,MOL02,2025-05,60.45666657265302,7,0,0,0,0,0,1
REP001,DOC015,MOL02,2025-05,60.45666657265302,7,0,0,0,0,0,1
REP006,DOC015,MOL02,2025-05,60.45666657265302,7,0,0,0,0,0,1
REP003,DOC015,MOL02,2025-05,60.45666657265302,7,0,0,0,0,0,1
REP004,DOC004,MOL02,2025-05,58.27860118510828,8,40,1,0,0,0,1
REP002,DOC004,MOL02,2025-05,58.27860118510828,8,40,1,0,0,0,0
REP006,DOC004,MOL02,2025-05,58.27860118510828,8,40,1,0,0,0,1
REP008,DOC004,MOL02,2025-05,58.27860118510828,8,40,1,0,0,0,0
REP007,DOC004,MOL02,2025-05,58.27860118510828,8,40,1,0,0,0,1
REP001,DOC039,MOL02,2025-05,56.35328314226762,9,2,0,0,0,0,1
REP007,DOC039,MOL02,2025-05,56.35328314226762,9,2,0,0,0,0,1
REP005,DOC039,MOL02,2025-05,56.35328314226762,9,2,0,0,0,0,1
REP008,DOC039,MOL02,2025-05,56.35328314226762,9,2,0,0,0,0,0
REP010,DOC039,MOL02,2025-05,56.35328314226762,9,2,0,0,0,0,0
REP003,DOC039,MOL02,2025-05,56.35328314226762,9,2,0,0,0,0,1
REP004,DOC039,MOL02,2025-05,56.35328314226762,9,2,0,0,0,0,1
